variable,VIF
age,613.804269760153
age_sq,289.3259319562668
mpg,143.4322784772903
ppg,104.49585623527184
usg_pct,104.47600514879497
per,66.97648500592489
ws,39.33759096778992
gp,29.160519346339985
experience,24.83957509628423
vorp,19.488309745699066
rpg,17.238822405719922
log_draft_pick,16.50610566848716
apg,11.52561156460007
pos_PG,4.996551940456853
pos_SG,4.9335965014284415
pos_SF,3.3492937474615765
pos_PF,2.6400317869833074
undrafted,2.445748723645893
allstar,2.159817728256046
