player_id,player_name,season,team_abbr,team_next,salary_usd,salary_next,real_salary_change,draft_round,experience,cy_A_up,cy_A_down,cy_B_offseason,cy_B_trade,cy_C,contract_year,cy_exogenous
fultzma01,Markelle Fultz,2024,ORL,,17000000.0,,,1.0,7.0,,,,0,0,,
gabriwe01,Wenyen Gabriel,2020,2TM,NOP,1445697.0,1620564.0,0.12095688100618585,,1.0,,,,1,0,,
gabriwe01,Wenyen Gabriel,2021,NOP,3TM,1620564.0,522015.0,-0.6873379040675097,,2.0,0,1,,0,0,,
gabriwe01,Wenyen Gabriel,2022,3TM,LAL,522015.0,1878720.0,2.2702103427323714,,3.0,,,,1,0,,
gabriwe01,Wenyen Gabriel,2023,LAL,,1878720.0,,,,4.0,,,,0,0,,
gaffoda01,Daniel Gafford,2020,CHI,2TM,898310.0,1517981.0,0.6898186594828066,2.0,1.0,1,0,,0,1,1,1
gaffoda01,Daniel Gafford,2021,2TM,WAS,1517981.0,1782621.0,0.13985897218444499,2.0,2.0,,,,1,0,,
gaffoda01,Daniel Gafford,2022,WAS,WAS,1782621.0,1930681.0,-0.015879868681477505,2.0,3.0,0,0,0,0,0,0,0
gaffoda01,Daniel Gafford,2023,WAS,2TM,1930681.0,12402000.0,4.842678583055287,2.0,4.0,1,0,,0,0,1,
gaffoda01,Daniel Gafford,2024,2TM,,12402000.0,,,2.0,5.0,,,,1,0,,
gallida01,Danilo Gallinari,2016,DEN,DEN,14000000.0,15050000.0,-0.20031880977683325,1.0,8.0,0,0,0,0,0,0,0
gallida01,Danilo Gallinari,2017,DEN,LAC,15050000.0,20559599.0,0.29716167494158396,1.0,9.0,1,0,1,0,0,1,1
gallida01,Danilo Gallinari,2018,LAC,LAC,20559599.0,21587579.0,0.02114818685973141,1.0,10.0,0,0,0,0,0,0,0
gallida01,Danilo Gallinari,2019,LAC,OKC,21587579.0,22615559.0,-0.021518046038886518,1.0,11.0,0,0,1,0,0,1,1
gallida01,Danilo Gallinari,2020,OKC,ATL,22615559.0,19500000.0,-0.13776175066024232,1.0,12.0,0,0,1,0,0,1,1
gallida01,Danilo Gallinari,2021,ATL,ATL,19500000.0,20475000.0,0.019172597864768548,1.0,13.0,0,0,0,0,0,0,0
gallida01,Danilo Gallinari,2022,ATL,3TM,20475000.0,7850062.0,-0.651625957558116,1.0,14.0,0,1,,0,0,,
gallida01,Danilo Gallinari,2024,3TM,,7850062.0,,,1.0,16.0,,,,1,0,,
gallola01,Langston Galloway,2016,NYK,2TM,845059.0,5200000.0,3.577461801178729,,1.0,1,0,,0,0,1,
gallola01,Langston Galloway,2017,2TM,DET,5200000.0,6666667.0,0.21736661627726472,,2.0,,,,1,0,,
gallola01,Langston Galloway,2018,DET,DET,6666667.0,7000000.0,0.021148133437195904,,3.0,0,0,0,0,0,0,0
