player_id,season,gp,season_length_t,games_missed_t,gp_pct_t,games_missed_lag1,games_missed_3y_cum
doncilu01,2024,70,82,12,0.8536585365853658,16.0,39.0
dorsety01,2018,56,82,26,0.6829268292682927,,
dorsety01,2019,48,82,34,0.5853658536585366,26.0,26.0
dortlu01,2020,36,72,36,0.5,,
dortlu01,2021,52,72,20,0.7222222222222222,36.0,36.0
dortlu01,2022,51,82,31,0.6219512195121951,20.0,56.0
dortlu01,2023,74,82,8,0.9024390243902439,31.0,87.0
dortlu01,2024,79,82,3,0.9634146341463414,8.0,59.0
dosunay01,2022,77,82,5,0.9390243902439024,,
dosunay01,2023,80,82,2,0.975609756097561,5.0,5.0
dosunay01,2024,76,82,6,0.926829268292683,2.0,7.0
dotsoda01,2018,44,82,38,0.5365853658536586,,
dotsoda01,2019,73,82,9,0.8902439024390244,38.0,38.0
dotsoda01,2020,48,72,24,0.6666666666666666,9.0,47.0
dotsoda01,2021,46,72,26,0.6388888888888888,24.0,71.0
douglto01,2016,61,82,21,0.7439024390243902,,
douglto01,2017,24,82,58,0.2926829268292683,21.0,21.0
doumbse01,2020,38,72,34,0.5277777777777778,,
doumbse01,2021,56,72,16,0.7777777777777778,34.0,34.0
dowtije01,2023,25,82,57,0.3048780487804878,,
doziepj01,2020,29,72,43,0.4027777777777778,,
doziepj01,2021,50,72,22,0.6944444444444444,43.0,43.0
dragigo01,2016,72,82,10,0.8780487804878049,,
dragigo01,2017,73,82,9,0.8902439024390244,10.0,10.0
dragigo01,2018,75,82,7,0.9146341463414634,9.0,19.0
dragigo01,2019,36,82,46,0.43902439024390244,7.0,26.0
dragigo01,2020,59,72,13,0.8194444444444444,46.0,62.0
dragigo01,2021,50,72,22,0.6944444444444444,13.0,66.0
dragigo01,2022,21,82,61,0.25609756097560976,22.0,81.0
dragigo01,2023,58,82,24,0.7073170731707317,61.0,96.0
drumman01,2016,81,82,1,0.9878048780487805,,
drumman01,2017,81,82,1,0.9878048780487805,1.0,1.0
drumman01,2018,78,82,4,0.9512195121951219,1.0,2.0
drumman01,2019,79,82,3,0.9634146341463414,4.0,6.0
drumman01,2020,57,72,15,0.7916666666666666,3.0,8.0
drumman01,2021,46,72,26,0.6388888888888888,15.0,22.0
drumman01,2022,73,82,9,0.8902439024390244,26.0,44.0
drumman01,2023,67,82,15,0.8170731707317073,9.0,50.0
drumman01,2024,79,82,3,0.9634146341463414,15.0,50.0
duartch01,2022,55,82,27,0.6707317073170732,,
duartch01,2023,46,82,36,0.5609756097560976,27.0,27.0
duartch01,2024,59,82,23,0.7195121951219512,36.0,63.0
dudleja01,2016,81,82,1,0.9878048780487805,,
dudleja01,2017,64,82,18,0.7804878048780488,1.0,1.0
dudleja01,2018,48,82,34,0.5853658536585366,18.0,19.0
dudleja01,2019,59,82,23,0.7195121951219512,34.0,53.0
dudleja01,2020,45,72,27,0.625,23.0,75.0
dukeda01,2022,22,82,60,0.2682926829268293,,
dukeda01,2023,23,82,59,0.2804878048780488,60.0,60.0
duncati01,2016,61,82,21,0.7439024390243902,,
dunlemi02,2016,31,82,51,0.3780487804878049,,
dunlemi02,2017,53,82,29,0.6463414634146342,51.0,51.0
dunnkr01,2017,78,82,4,0.9512195121951219,,
dunnkr01,2018,52,82,30,0.6341463414634146,4.0,4.0
dunnkr01,2019,46,82,36,0.5609756097560976,30.0,34.0
dunnkr01,2020,51,72,21,0.7083333333333334,36.0,70.0
dunnkr01,2023,22,82,60,0.2682926829268293,21.0,87.0
dunnkr01,2024,66,82,16,0.8048780487804879,60.0,117.0
duranke01,2016,72,82,10,0.8780487804878049,,
duranke01,2017,62,82,20,0.7560975609756098,10.0,10.0
duranke01,2018,68,82,14,0.8292682926829268,20.0,30.0
duranke01,2019,78,82,4,0.9512195121951219,14.0,44.0
duranke01,2021,35,72,37,0.4861111111111111,4.0,38.0
duranke01,2022,55,82,27,0.6707317073170732,37.0,55.0
duranke01,2023,47,82,35,0.573170731707317,27.0,68.0
duranke01,2024,75,82,7,0.9146341463414634,35.0,99.0
durenja01,2023,67,82,15,0.8170731707317073,,
durenja01,2024,61,82,21,0.7439024390243902,15.0,15.0
easonta01,2023,82,82,0,1.0,,
easonta01,2024,22,82,60,0.2682926829268293,0.0,0.0
eddieja01,2016,26,82,56,0.3170731707317073,,
edwaran01,2021,72,72,0,1.0,,
edwaran01,2022,72,82,10,0.8780487804878049,0.0,0.0
edwaran01,2023,79,82,3,0.9634146341463414,10.0,10.0
edwaran01,2024,79,82,3,0.9634146341463414,3.0,13.0
edwarca01,2020,37,72,35,0.5138888888888888,,
edwarca01,2021,31,72,41,0.4305555555555556,35.0,35.0
edwarke02,2022,48,82,34,0.5853658536585366,,
edwarke02,2023,36,82,46,0.43902439024390244,34.0,34.0
edwarke02,2024,54,82,28,0.6585365853658537,46.0,80.0
ellebcj01,2021,30,72,42,0.4166666666666667,,
ellebcj01,2022,58,82,24,0.7073170731707317,42.0,42.0
ellenhe01,2018,38,82,44,0.4634146341463415,,
ellinwa01,2016,76,82,6,0.926829268292683,,
ellinwa01,2017,62,82,20,0.7560975609756098,6.0,6.0
ellinwa01,2018,77,82,5,0.9390243902439024,20.0,26.0
ellinwa01,2019,53,82,29,0.6463414634146342,5.0,31.0
ellinwa01,2020,36,72,36,0.5,29.0,54.0
ellinwa01,2021,46,72,26,0.6388888888888888,36.0,70.0
ellinwa01,2022,43,82,39,0.524390243902439,26.0,91.0
elliske01,2024,57,82,25,0.6951219512195121,,
ellismo01,2016,81,82,1,0.9878048780487805,,
ellismo01,2017,74,82,8,0.9024390243902439,1.0,1.0
embiijo01,2017,31,82,51,0.3780487804878049,,
embiijo01,2018,63,82,19,0.7682926829268293,51.0,51.0
embiijo01,2019,64,82,18,0.7804878048780488,19.0,70.0
embiijo01,2020,51,72,21,0.7083333333333334,18.0,88.0
embiijo01,2021,51,72,21,0.7083333333333334,21.0,58.0
embiijo01,2022,68,82,14,0.8292682926829268,21.0,60.0
embiijo01,2023,66,82,16,0.8048780487804879,14.0,56.0
embiijo01,2024,39,82,43,0.47560975609756095,16.0,51.0
ennisja01,2016,22,82,60,0.2682926829268293,,
ennisja01,2017,64,82,18,0.7804878048780488,60.0,60.0
ennisja01,2018,72,82,10,0.8780487804878049,18.0,78.0
ennisja01,2019,58,82,24,0.7073170731707317,10.0,88.0
ennisja01,2020,69,72,3,0.9583333333333334,24.0,52.0
ennisja01,2021,41,72,31,0.5694444444444444,3.0,37.0
ennisty01,2016,46,82,36,0.5609756097560976,,
ennisty01,2017,53,82,29,0.6463414634146342,36.0,36.0
ennisty01,2018,54,82,28,0.6585365853658537,29.0,65.0
eubandr01,2021,54,72,18,0.75,,
eubandr01,2022,71,82,11,0.8658536585365854,18.0,18.0
eubandr01,2023,78,82,4,0.9512195121951219,11.0,29.0
eubandr01,2024,75,82,7,0.9146341463414634,4.0,33.0
evansja01,2018,48,82,34,0.5853658536585366,,
evansja02,2019,30,82,52,0.36585365853658536,,
evansja02,2020,29,72,43,0.4027777777777778,52.0,52.0
evansje01,2016,30,82,52,0.36585365853658536,,
evansty01,2016,25,82,57,0.3048780487804878,,
evansty01,2017,40,82,42,0.4878048780487805,57.0,57.0
evansty01,2018,52,82,30,0.6341463414634146,42.0,99.0
evansty01,2019,69,82,13,0.8414634146341463,30.0,129.0
exumda01,2017,66,82,16,0.8048780487804879,,
exumda01,2019,42,82,40,0.5121951219512195,16.0,16.0
exumda01,2020,35,72,37,0.4861111111111111,40.0,56.0
exumda01,2024,55,82,27,0.6707317073170732,37.0,93.0
ezelife01,2016,46,82,36,0.5609756097560976,,
farieke01,2016,67,82,15,0.8170731707317073,,
farieke01,2017,61,82,21,0.7439024390243902,15.0,15.0
farieke01,2018,32,82,50,0.3902439024390244,21.0,36.0
farieke01,2019,37,82,45,0.45121951219512196,50.0,86.0
favorde01,2016,62,82,20,0.7560975609756098,,
favorde01,2017,50,82,32,0.6097560975609756,20.0,20.0
favorde01,2018,77,82,5,0.9390243902439024,32.0,52.0
favorde01,2019,76,82,6,0.926829268292683,5.0,57.0
favorde01,2020,51,72,21,0.7083333333333334,6.0,43.0
favorde01,2021,68,72,4,0.9444444444444444,21.0,32.0
favorde01,2022,39,82,43,0.47560975609756095,4.0,31.0
feldeka01,2017,42,82,40,0.5121951219512195,,
feliccr01,2016,31,82,51,0.3780487804878049,,
feliccr01,2017,66,82,16,0.8048780487804879,51.0,51.0
feliccr01,2018,55,82,27,0.6707317073170732,16.0,67.0
feliccr01,2019,60,82,22,0.7317073170731707,27.0,94.0
feliccr01,2020,22,72,50,0.3055555555555556,22.0,65.0
feltora01,2016,80,82,2,0.975609756097561,,
feltora01,2017,80,82,2,0.975609756097561,2.0,2.0
feltora01,2018,82,82,0,1.0,2.0,4.0
feltora01,2019,33,82,49,0.4024390243902439,0.0,4.0
fergute01,2018,61,82,21,0.7439024390243902,,
fergute01,2019,74,82,8,0.9024390243902439,21.0,21.0
fergute01,2020,56,72,16,0.7777777777777778,8.0,29.0
fernabr01,2020,56,72,16,0.7777777777777778,,
fernabr01,2021,33,72,39,0.4583333333333333,16.0,16.0
fernabr01,2022,30,82,52,0.36585365853658536,39.0,55.0
fernabr01,2023,39,82,43,0.47560975609756095,52.0,107.0
fernabr01,2024,45,82,37,0.5487804878048781,43.0,134.0
ferreyo01,2017,46,82,36,0.5609756097560976,,
ferreyo01,2018,82,82,0,1.0,36.0,36.0
ferreyo01,2019,71,82,11,0.8658536585365854,0.0,36.0
ferreyo01,2020,50,72,22,0.6944444444444444,11.0,47.0
finnedo01,2017,81,82,1,0.9878048780487805,,
finnedo01,2018,21,82,61,0.25609756097560976,1.0,1.0
finnedo01,2019,81,82,1,0.9878048780487805,61.0,62.0
finnedo01,2020,71,72,1,0.9861111111111112,1.0,63.0
finnedo01,2021,60,72,12,0.8333333333333334,1.0,63.0
finnedo01,2022,80,82,2,0.975609756097561,12.0,14.0
finnedo01,2023,66,82,16,0.8048780487804879,2.0,15.0
finnedo01,2024,68,82,14,0.8292682926829268,16.0,30.0
flynnma01,2021,47,72,25,0.6527777777777778,,
flynnma01,2022,44,82,38,0.5365853658536586,25.0,25.0
flynnma01,2023,53,82,29,0.6463414634146342,38.0,63.0
flynnma01,2024,69,82,13,0.8414634146341463,29.0,92.0
fontesi01,2023,52,82,30,0.6341463414634146,,
fontesi01,2024,66,82,16,0.8048780487804879,30.0,30.0
forbebr01,2017,36,82,46,0.43902439024390244,,
forbebr01,2018,80,82,2,0.975609756097561,46.0,46.0
forbebr01,2019,82,82,0,1.0,2.0,48.0
forbebr01,2020,63,72,9,0.875,0.0,48.0
forbebr01,2021,70,72,2,0.9722222222222222,9.0,11.0
forbebr01,2022,75,82,7,0.9146341463414634,2.0,11.0
forbebr01,2023,25,82,57,0.3048780487804878,7.0,18.0
forretr01,2021,30,72,42,0.4166666666666667,,
forretr01,2022,60,82,22,0.7317073170731707,42.0,42.0
forretr01,2023,23,82,59,0.2804878048780488,22.0,64.0
forretr01,2024,38,82,44,0.4634146341463415,59.0,123.0
fournev01,2016,79,82,3,0.9634146341463414,,
fournev01,2017,68,82,14,0.8292682926829268,3.0,3.0
fournev01,2018,57,82,25,0.6951219512195121,14.0,17.0
fournev01,2019,81,82,1,0.9878048780487805,25.0,42.0
fournev01,2020,66,72,6,0.9166666666666666,1.0,40.0
fournev01,2021,42,72,30,0.5833333333333334,6.0,32.0
fournev01,2022,80,82,2,0.975609756097561,30.0,37.0
fournev01,2023,27,82,55,0.32926829268292684,2.0,38.0
fournev01,2024,32,82,50,0.3902439024390244,55.0,87.0
foxde01,2018,73,82,9,0.8902439024390244,,
foxde01,2019,81,82,1,0.9878048780487805,9.0,9.0
foxde01,2020,51,72,21,0.7083333333333334,1.0,10.0
foxde01,2021,58,72,14,0.8055555555555556,21.0,31.0
foxde01,2022,59,82,23,0.7195121951219512,14.0,36.0
foxde01,2023,73,82,9,0.8902439024390244,23.0,58.0
foxde01,2024,74,82,8,0.9024390243902439,9.0,46.0
foyera01,2016,81,82,1,0.9878048780487805,,
foyera01,2017,69,82,13,0.8414634146341463,1.0,1.0
fraziti01,2016,51,82,31,0.6219512195121951,,
fraziti01,2017,65,82,17,0.7926829268292683,31.0,31.0
fraziti01,2018,59,82,23,0.7195121951219512,17.0,48.0
fraziti01,2019,59,82,23,0.7195121951219512,23.0,71.0
freemja01,2024,22,82,60,0.2682926829268293,,
fryech01,2016,70,82,12,0.8536585365853658,,
fryech01,2017,74,82,8,0.9024390243902439,12.0,12.0
fryech01,2018,53,82,29,0.6463414634146342,8.0,20.0
fryech01,2019,36,82,46,0.43902439024390244,29.0,49.0
fultzma01,2020,72,72,0,1.0,,
fultzma01,2023,60,82,22,0.7317073170731707,0.0,0.0
fultzma01,2024,43,82,39,0.524390243902439,22.0,22.0
gabriwe01,2020,30,72,42,0.4166666666666667,,
gabriwe01,2021,21,72,51,0.2916666666666667,42.0,42.0
gabriwe01,2022,26,82,56,0.3170731707317073,51.0,93.0
gabriwe01,2023,68,82,14,0.8292682926829268,56.0,149.0
gaffoda01,2020,43,72,29,0.5972222222222222,,
gaffoda01,2021,54,72,18,0.75,29.0,29.0
gaffoda01,2022,72,82,10,0.8780487804878049,18.0,47.0
gaffoda01,2023,78,82,4,0.9512195121951219,10.0,57.0
gaffoda01,2024,74,82,8,0.9024390243902439,4.0,32.0
gallida01,2016,53,82,29,0.6463414634146342,,
gallida01,2017,63,82,19,0.7682926829268293,29.0,29.0
gallida01,2018,21,82,61,0.25609756097560976,19.0,48.0
gallida01,2019,68,82,14,0.8292682926829268,61.0,109.0
gallida01,2020,62,72,10,0.8611111111111112,14.0,94.0
gallida01,2021,51,72,21,0.7083333333333334,10.0,85.0
gallida01,2022,66,82,16,0.8048780487804879,21.0,45.0
gallida01,2024,49,82,33,0.5975609756097561,16.0,47.0
gallola01,2016,82,82,0,1.0,,
gallola01,2017,74,82,8,0.9024390243902439,0.0,0.0
gallola01,2018,58,82,24,0.7073170731707317,8.0,8.0
gallola01,2019,80,82,2,0.975609756097561,24.0,32.0
gallola01,2020,66,72,6,0.9166666666666666,2.0,34.0
gallola01,2021,40,72,32,0.5555555555555556,6.0,32.0
garlada01,2020,59,72,13,0.8194444444444444,,
garlada01,2021,54,72,18,0.75,13.0,13.0
garlada01,2022,68,82,14,0.8292682926829268,18.0,31.0
garlada01,2023,69,82,13,0.8414634146341463,14.0,45.0
garlada01,2024,57,82,25,0.6951219512195121,13.0,45.0
garneke01,2016,38,82,44,0.4634146341463415,,
garubus01,2022,24,82,58,0.2926829268292683,,
garubus01,2023,75,82,7,0.9146341463414634,58.0,58.0
garzalu01,2022,32,82,50,0.3902439024390244,,
garzalu01,2023,28,82,54,0.34146341463414637,50.0,50.0
gasolma01,2016,52,82,30,0.6341463414634146,,
gasolma01,2017,74,82,8,0.9024390243902439,30.0,30.0
gasolma01,2018,73,82,9,0.8902439024390244,8.0,38.0
gasolma01,2019,79,82,3,0.9634146341463414,9.0,47.0
gasolma01,2020,44,72,28,0.6111111111111112,3.0,20.0
gasolma01,2021,52,72,20,0.7222222222222222,28.0,40.0
gasolpa01,2016,72,82,10,0.8780487804878049,,
gasolpa01,2017,64,82,18,0.7804878048780488,10.0,10.0
gasolpa01,2018,77,82,5,0.9390243902439024,18.0,28.0
gasolpa01,2019,30,82,52,0.36585365853658536,5.0,33.0
gayru01,2016,70,82,12,0.8536585365853658,,
gayru01,2017,30,82,52,0.36585365853658536,12.0,12.0
gayru01,2018,57,82,25,0.6951219512195121,52.0,64.0
gayru01,2019,69,82,13,0.8414634146341463,25.0,89.0
gayru01,2020,67,72,5,0.9305555555555556,13.0,90.0
gayru01,2021,63,72,9,0.875,5.0,43.0
gayru01,2022,55,82,27,0.6707317073170732,9.0,27.0
gayru01,2023,56,82,26,0.6829268292682927,27.0,41.0
geeal01,2016,73,82,9,0.8902439024390244,,
georgke01,2024,75,82,7,0.9146341463414634,,
georgma01,2018,42,82,40,0.5121951219512195,,
georgpa01,2016,81,82,1,0.9878048780487805,,
georgpa01,2017,75,82,7,0.9146341463414634,1.0,1.0
georgpa01,2018,79,82,3,0.9634146341463414,7.0,8.0
georgpa01,2019,77,82,5,0.9390243902439024,3.0,11.0
georgpa01,2020,48,72,24,0.6666666666666666,5.0,15.0
georgpa01,2021,54,72,18,0.75,24.0,32.0
georgpa01,2022,31,82,51,0.3780487804878049,18.0,47.0
georgpa01,2023,56,82,26,0.6829268292682927,51.0,93.0
georgpa01,2024,74,82,8,0.9024390243902439,26.0,95.0
gibsota01,2016,73,82,9,0.8902439024390244,,
gibsota01,2017,78,82,4,0.9512195121951219,9.0,9.0
gibsota01,2018,82,82,0,1.0,4.0,13.0
gibsota01,2019,70,82,12,0.8536585365853658,0.0,13.0
gibsota01,2020,62,72,10,0.8611111111111112,12.0,16.0
gibsota01,2021,45,72,27,0.625,10.0,22.0
gibsota01,2022,52,82,30,0.6341463414634146,27.0,49.0
gibsota01,2023,49,82,33,0.5975609756097561,30.0,67.0
gibsota01,2024,20,82,62,0.24390243902439024,33.0,90.0
giddejo01,2022,54,82,28,0.6585365853658537,,
giddejo01,2023,76,82,6,0.926829268292683,28.0,28.0
giddejo01,2024,80,82,2,0.975609756097561,6.0,34.0
gilesha01,2019,58,82,24,0.7073170731707317,,
gilesha01,2020,46,72,26,0.6388888888888888,24.0,24.0
gilesha01,2021,38,72,34,0.5277777777777778,26.0,50.0
gilgesh01,2019,82,82,0,1.0,,
gilgesh01,2020,70,72,2,0.9722222222222222,0.0,0.0
gilgesh01,2021,35,72,37,0.4861111111111111,2.0,2.0
gilgesh01,2022,56,82,26,0.6829268292682927,37.0,39.0
gilgesh01,2023,68,82,14,0.8292682926829268,26.0,65.0
gilgesh01,2024,75,82,7,0.9146341463414634,14.0,77.0
gillan01,2021,26,72,46,0.3611111111111111,,
gillan01,2022,44,82,38,0.5365853658536586,46.0,46.0
gillan01,2023,59,82,23,0.7195121951219512,38.0,84.0
gillan01,2024,50,82,32,0.6097560975609756,23.0,107.0
gilleco01,2024,24,82,58,0.2926829268292683,,
gillefr01,2021,20,72,52,0.2777777777777778,,
gilyaja01,2024,41,82,41,0.5,,
ginobma01,2016,58,82,24,0.7073170731707317,,
ginobma01,2017,69,82,13,0.8414634146341463,24.0,24.0
ginobma01,2018,65,82,17,0.7926829268292683,13.0,37.0
goberru01,2016,61,82,21,0.7439024390243902,,
goberru01,2017,81,82,1,0.9878048780487805,21.0,21.0
goberru01,2018,56,82,26,0.6829268292682927,1.0,22.0
goberru01,2019,81,82,1,0.9878048780487805,26.0,48.0
goberru01,2020,68,72,4,0.9444444444444444,1.0,28.0
goberru01,2021,71,72,1,0.9861111111111112,4.0,31.0
goberru01,2022,66,82,16,0.8048780487804879,1.0,6.0
goberru01,2023,70,82,12,0.8536585365853658,16.0,21.0
goberru01,2024,76,82,6,0.926829268292683,12.0,29.0
goodedr01,2016,30,82,52,0.36585365853658536,,
goodwar01,2016,57,82,25,0.6951219512195121,,
goodwbr01,2020,34,72,38,0.4722222222222222,,
goodwbr01,2021,47,72,25,0.6527777777777778,38.0,38.0
goodwbr01,2022,36,82,46,0.43902439024390244,25.0,63.0
goodwjo01,2023,62,82,20,0.7560975609756098,,
goodwjo01,2024,57,82,25,0.6951219512195121,20.0,20.0
gordoaa01,2016,78,82,4,0.9512195121951219,,
gordoaa01,2017,80,82,2,0.975609756097561,4.0,4.0
gordoaa01,2018,58,82,24,0.7073170731707317,2.0,6.0
gordoaa01,2019,78,82,4,0.9512195121951219,24.0,30.0
gordoaa01,2020,62,72,10,0.8611111111111112,4.0,30.0
gordoaa01,2021,50,72,22,0.6944444444444444,10.0,38.0
gordoaa01,2022,75,82,7,0.9146341463414634,22.0,36.0
gordoaa01,2023,68,82,14,0.8292682926829268,7.0,39.0
gordoaa01,2024,73,82,9,0.8902439024390244,14.0,43.0
gordoer01,2016,45,82,37,0.5487804878048781,,
gordoer01,2017,75,82,7,0.9146341463414634,37.0,37.0
gordoer01,2018,69,82,13,0.8414634146341463,7.0,44.0
gordoer01,2019,68,82,14,0.8292682926829268,13.0,57.0
gordoer01,2020,36,72,36,0.5,14.0,34.0
gordoer01,2021,27,72,45,0.375,36.0,63.0
gordoer01,2022,57,82,25,0.6951219512195121,45.0,95.0
gordoer01,2023,69,82,13,0.8414634146341463,25.0,106.0
gordoer01,2024,68,82,14,0.8292682926829268,13.0,83.0
gortama01,2016,75,82,7,0.9146341463414634,,
gortama01,2017,82,82,0,1.0,7.0,7.0
gortama01,2018,82,82,0,1.0,0.0,7.0
gortama01,2019,47,82,35,0.573170731707317,0.0,7.0
grahade01,2019,46,82,36,0.5609756097560976,,
grahade01,2020,63,72,9,0.875,36.0,36.0
grahade01,2021,55,72,17,0.7638888888888888,9.0,45.0
grahade01,2022,76,82,6,0.926829268292683,17.0,62.0
grahade01,2023,73,82,9,0.8902439024390244,6.0,32.0
grahade01,2024,23,82,59,0.2804878048780488,9.0,32.0
grahatr01,2017,27,82,55,0.32926829268292684,,
grahatr01,2018,63,82,19,0.7682926829268293,55.0,55.0
grahatr01,2019,35,82,47,0.4268292682926829,19.0,74.0
grahatr01,2020,55,72,17,0.7638888888888888,47.0,121.0
grantje01,2016,77,82,5,0.9390243902439024,,
grantje01,2017,80,82,2,0.975609756097561,5.0,5.0
grantje01,2018,81,82,1,0.9878048780487805,2.0,7.0
grantje01,2019,80,82,2,0.975609756097561,1.0,8.0
grantje01,2020,71,72,1,0.9861111111111112,2.0,5.0
grantje01,2021,54,72,18,0.75,1.0,4.0
grantje01,2022,47,82,35,0.573170731707317,18.0,21.0
grantje01,2023,63,82,19,0.7682926829268293,35.0,54.0
grantje01,2024,54,82,28,0.6585365853658537,19.0,72.0
grantje02,2016,76,82,6,0.926829268292683,,
grantje02,2017,63,82,19,0.7682926829268293,6.0,6.0
grantje02,2018,74,82,8,0.9024390243902439,19.0,25.0
grantje02,2019,60,82,22,0.7317073170731707,8.0,33.0
greenaj01,2023,35,82,47,0.4268292682926829,,
greenaj01,2024,56,82,26,0.6829268292682927,47.0,47.0
greenda02,2016,79,82,3,0.9634146341463414,,
greenda02,2017,68,82,14,0.8292682926829268,3.0,3.0
greenda02,2018,70,82,12,0.8536585365853658,14.0,17.0
greenda02,2019,80,82,2,0.975609756097561,12.0,29.0
greenda02,2020,68,72,4,0.9444444444444444,2.0,28.0
greenda02,2021,69,72,3,0.9583333333333334,4.0,18.0
greenda02,2022,62,82,20,0.7560975609756098,3.0,9.0
greendr01,2016,81,82,1,0.9878048780487805,,
greendr01,2017,76,82,6,0.926829268292683,1.0,1.0
greendr01,2018,70,82,12,0.8536585365853658,6.0,7.0
greendr01,2019,66,82,16,0.8048780487804879,12.0,19.0
greendr01,2020,43,72,29,0.5972222222222222,16.0,34.0
greendr01,2021,63,72,9,0.875,29.0,57.0
greendr01,2022,46,82,36,0.5609756097560976,9.0,54.0
greendr01,2023,73,82,9,0.8902439024390244,36.0,74.0
greendr01,2024,55,82,27,0.6707317073170732,9.0,54.0
greenge01,2016,69,82,13,0.8414634146341463,,
greenge01,2017,47,82,35,0.573170731707317,13.0,13.0
greenge01,2018,41,82,41,0.5,35.0,48.0
greenge01,2019,73,82,9,0.8902439024390244,41.0,89.0
greenja01,2016,78,82,4,0.9512195121951219,,
greenja01,2017,77,82,5,0.9390243902439024,4.0,4.0
greenja01,2018,55,82,27,0.6707317073170732,5.0,9.0
greenja01,2019,65,82,17,0.7926829268292683,27.0,36.0
greenja01,2020,63,72,9,0.875,17.0,49.0
greenja01,2021,58,72,14,0.8055555555555556,9.0,53.0
greenja01,2022,67,82,15,0.8170731707317073,14.0,40.0
greenja01,2023,57,82,25,0.6951219512195121,15.0,38.0
greenja02,2020,48,72,24,0.6666666666666666,,
greenja02,2021,41,72,31,0.5694444444444444,24.0,24.0
greenja02,2022,65,82,17,0.7926829268292683,31.0,55.0
greenja02,2023,32,82,50,0.3902439024390244,17.0,72.0
greenja05,2022,67,82,15,0.8170731707317073,,
greenja05,2023,76,82,6,0.926829268292683,15.0,15.0
greenja05,2024,82,82,0,1.0,6.0,21.0
greenje02,2016,80,82,2,0.975609756097561,,
greenje02,2017,69,82,13,0.8414634146341463,2.0,2.0
greenje02,2018,78,82,4,0.9512195121951219,13.0,15.0
greenje02,2019,77,82,5,0.9390243902439024,4.0,19.0
greenje02,2020,48,72,24,0.6666666666666666,5.0,22.0
greenje02,2021,68,72,4,0.9444444444444444,24.0,33.0
greenje02,2022,75,82,7,0.9146341463414634,4.0,33.0
greenje02,2023,56,82,26,0.6829268292682927,7.0,35.0
greenje02,2024,78,82,4,0.9512195121951219,26.0,37.0
greenjo02,2021,39,72,33,0.5416666666666666,,
greenjo02,2022,67,82,15,0.8170731707317073,33.0,33.0
greenjo02,2023,60,82,22,0.7317073170731707,15.0,48.0
greenjo02,2024,57,82,25,0.6951219512195121,22.0,70.0
griffaj01,2023,72,82,10,0.8780487804878049,,
griffaj01,2024,20,82,62,0.24390243902439024,10.0,10.0
griffbl01,2016,35,82,47,0.4268292682926829,,
griffbl01,2017,61,82,21,0.7439024390243902,47.0,47.0
griffbl01,2018,58,82,24,0.7073170731707317,21.0,68.0
griffbl01,2019,75,82,7,0.9146341463414634,24.0,92.0
griffbl01,2021,46,72,26,0.6388888888888888,7.0,52.0
griffbl01,2022,56,82,26,0.6829268292682927,26.0,57.0
griffbl01,2023,41,82,41,0.5,26.0,59.0
grimequ01,2022,46,82,36,0.5609756097560976,,
grimequ01,2023,71,82,11,0.8658536585365854,36.0,36.0
grimequ01,2024,51,82,31,0.6219512195121951,11.0,47.0
gudurma01,2020,44,72,28,0.6111111111111112,,
guyky01,2021,31,72,41,0.4305555555555556,,
hachiru01,2020,48,72,24,0.6666666666666666,,
hachiru01,2021,57,72,15,0.7916666666666666,24.0,24.0
hachiru01,2022,42,82,40,0.5121951219512195,15.0,39.0
hachiru01,2023,63,82,19,0.7682926829268293,40.0,79.0
hachiru01,2024,68,82,14,0.8292682926829268,19.0,74.0
hairspj02,2016,66,82,16,0.8048780487804879,,
halibty01,2021,58,72,14,0.8055555555555556,,
halibty01,2022,77,82,5,0.9390243902439024,14.0,14.0
halibty01,2023,56,82,26,0.6829268292682927,5.0,19.0
halibty01,2024,69,82,13,0.8414634146341463,26.0,45.0
halljo01,2021,21,72,51,0.2916666666666667,,
hamilju01,2017,64,82,18,0.7804878048780488,,
hammoaj01,2017,22,82,60,0.2682926829268293,,
hamptrj01,2021,51,72,21,0.7083333333333334,,
hamptrj01,2022,64,82,18,0.7804878048780488,21.0,21.0
hamptrj01,2023,47,82,35,0.573170731707317,18.0,39.0
hansbty01,2016,44,82,38,0.5365853658536586,,
hardati02,2016,51,82,31,0.6219512195121951,,
hardati02,2017,79,82,3,0.9634146341463414,31.0,31.0
hardati02,2018,57,82,25,0.6951219512195121,3.0,34.0
hardati02,2019,65,82,17,0.7926829268292683,25.0,59.0
hardati02,2020,71,72,1,0.9861111111111112,17.0,45.0
hardati02,2021,70,72,2,0.9722222222222222,1.0,43.0
hardati02,2022,42,82,40,0.5121951219512195,2.0,20.0
hardati02,2023,71,82,11,0.8658536585365854,40.0,43.0
hardati02,2024,79,82,3,0.9634146341463414,11.0,53.0
hardeja01,2016,82,82,0,1.0,,
hardeja01,2017,81,82,1,0.9878048780487805,0.0,0.0
hardeja01,2018,72,82,10,0.8780487804878049,1.0,1.0
hardeja01,2019,78,82,4,0.9512195121951219,10.0,11.0
hardeja01,2020,68,72,4,0.9444444444444444,4.0,15.0
hardeja01,2021,44,72,28,0.6111111111111112,4.0,18.0
hardeja01,2022,65,82,17,0.7926829268292683,28.0,36.0
hardeja01,2023,58,82,24,0.7073170731707317,17.0,49.0
