player_id,season,gp,season_length_t,games_missed_t,gp_pct_t,games_missed_lag1,games_missed_3y_cum
jonesty01,2016,37,82,45,0.45121951219512196,,
jonesty01,2017,60,82,22,0.7317073170731707,45.0,45.0
jonesty01,2018,82,82,0,1.0,22.0,67.0
jonesty01,2019,68,82,14,0.8292682926829268,0.0,67.0
jonesty01,2020,65,72,7,0.9027777777777778,14.0,36.0
jonesty01,2021,70,72,2,0.9722222222222222,7.0,21.0
jonesty01,2022,73,82,9,0.8902439024390244,2.0,23.0
jonesty01,2023,80,82,2,0.975609756097561,9.0,18.0
jonesty01,2024,66,82,16,0.8048780487804879,2.0,13.0
jordade01,2016,77,82,5,0.9390243902439024,,
jordade01,2017,81,82,1,0.9878048780487805,5.0,5.0
jordade01,2018,77,82,5,0.9390243902439024,1.0,6.0
jordade01,2019,69,82,13,0.8414634146341463,5.0,11.0
jordade01,2020,56,72,16,0.7777777777777778,13.0,19.0
jordade01,2021,57,72,15,0.7916666666666666,16.0,34.0
jordade01,2022,48,82,34,0.5853658536585366,15.0,44.0
jordade01,2023,39,82,43,0.47560975609756095,34.0,65.0
jordade01,2024,36,82,46,0.43902439024390244,43.0,92.0
josepco01,2016,80,82,2,0.975609756097561,,
josepco01,2017,80,82,2,0.975609756097561,2.0,2.0
josepco01,2018,82,82,0,1.0,2.0,4.0
josepco01,2019,82,82,0,1.0,0.0,4.0
josepco01,2020,72,72,0,1.0,0.0,2.0
josepco01,2021,63,72,9,0.875,0.0,0.0
josepco01,2022,65,82,17,0.7926829268292683,9.0,9.0
josepco01,2023,62,82,20,0.7560975609756098,17.0,26.0
josepco01,2024,26,82,56,0.3170731707317073,20.0,46.0
jovicni01,2024,46,82,36,0.5609756097560976,,
juzanjo01,2024,20,82,62,0.24390243902439024,,
kabenmf01,2021,39,72,33,0.5416666666666666,,
kaminfr01,2016,81,82,1,0.9878048780487805,,
kaminfr01,2017,75,82,7,0.9146341463414634,1.0,1.0
kaminfr01,2018,79,82,3,0.9634146341463414,7.0,8.0
kaminfr01,2019,47,82,35,0.573170731707317,3.0,11.0
kaminfr01,2020,39,72,33,0.5416666666666666,35.0,45.0
kaminfr01,2021,47,72,25,0.6527777777777778,33.0,71.0
kaminfr01,2023,36,82,46,0.43902439024390244,25.0,93.0
karasse01,2016,40,82,42,0.4878048780487805,,
kellyry01,2016,36,82,46,0.43902439024390244,,
kennalu01,2018,73,82,9,0.8902439024390244,,
kennalu01,2019,63,82,19,0.7682926829268293,9.0,9.0
kennalu01,2020,28,72,44,0.3888888888888889,19.0,28.0
kennalu01,2021,63,72,9,0.875,44.0,72.0
kennalu01,2022,70,82,12,0.8536585365853658,9.0,72.0
kennalu01,2023,59,82,23,0.7195121951219512,12.0,65.0
kennalu01,2024,39,82,43,0.47560975609756095,23.0,44.0
kesslwa01,2023,74,82,8,0.9024390243902439,,
kesslwa01,2024,64,82,18,0.7804878048780488,8.0,8.0
kiddgmi01,2017,81,82,1,0.9878048780487805,,
kiddgmi01,2018,74,82,8,0.9024390243902439,1.0,1.0
kiddgmi01,2019,64,82,18,0.7804878048780488,8.0,9.0
kiddgmi01,2020,25,72,47,0.3472222222222222,18.0,27.0
kilpase01,2016,31,82,51,0.3780487804878049,,
kilpase01,2017,70,82,12,0.8536585365853658,51.0,51.0
kilpase01,2018,52,82,30,0.6341463414634146,12.0,63.0
kispeco01,2022,77,82,5,0.9390243902439024,,
kispeco01,2023,74,82,8,0.9024390243902439,5.0,5.0
kispeco01,2024,80,82,2,0.975609756097561,8.0,13.0
klebima01,2018,72,82,10,0.8780487804878049,,
klebima01,2019,71,82,11,0.8658536585365854,10.0,10.0
klebima01,2020,74,72,0,1.0277777777777777,11.0,21.0
klebima01,2021,50,72,22,0.6944444444444444,0.0,21.0
klebima01,2022,59,82,23,0.7195121951219512,22.0,33.0
klebima01,2023,37,82,45,0.45121951219512196,23.0,45.0
klebima01,2024,43,82,39,0.524390243902439,45.0,90.0
knighbr03,2016,52,82,30,0.6341463414634146,,
knighbr03,2017,54,82,28,0.6585365853658537,30.0,30.0
knighbr03,2019,39,82,43,0.47560975609756095,28.0,58.0
knighbr03,2020,25,72,47,0.3472222222222222,43.0,101.0
knighna01,2021,33,72,39,0.4583333333333333,,
knighna01,2022,37,82,45,0.45121951219512196,39.0,39.0
knighna01,2023,38,82,44,0.4634146341463415,45.0,84.0
knoxke01,2019,75,82,7,0.9146341463414634,,
knoxke01,2020,65,72,7,0.9027777777777778,7.0,7.0
knoxke01,2021,42,72,30,0.5833333333333334,7.0,14.0
knoxke01,2022,30,82,52,0.36585365853658536,30.0,44.0
knoxke01,2023,63,82,19,0.7682926829268293,52.0,89.0
knoxke01,2024,31,82,51,0.3780487804878049,19.0,101.0
kolokch01,2023,58,82,24,0.7073170731707317,,
konchjo01,2021,43,72,29,0.5972222222222222,,
konchjo01,2022,72,82,10,0.8780487804878049,29.0,29.0
konchjo01,2023,72,82,10,0.8780487804878049,10.0,39.0
konchjo01,2024,55,82,27,0.6707317073170732,10.0,49.0
korkmfu01,2019,48,82,34,0.5853658536585366,,
korkmfu01,2020,72,72,0,1.0,34.0,34.0
korkmfu01,2021,55,72,17,0.7638888888888888,0.0,34.0
korkmfu01,2022,67,82,15,0.8170731707317073,17.0,51.0
korkmfu01,2023,37,82,45,0.45121951219512196,15.0,32.0
korkmfu01,2024,35,82,47,0.4268292682926829,45.0,77.0
kornelu01,2019,46,82,36,0.5609756097560976,,
kornelu01,2020,36,72,36,0.5,36.0,36.0
kornelu01,2021,31,72,41,0.4305555555555556,36.0,72.0
kornelu01,2023,69,82,13,0.8414634146341463,41.0,113.0
kornelu01,2024,63,82,19,0.7682926829268293,13.0,90.0
korveky01,2016,80,82,2,0.975609756097561,,
korveky01,2017,67,82,15,0.8170731707317073,2.0,2.0
korveky01,2018,73,82,9,0.8902439024390244,15.0,17.0
korveky01,2019,70,82,12,0.8536585365853658,9.0,26.0
korveky01,2020,58,72,14,0.8055555555555556,12.0,36.0
koufoko01,2016,78,82,4,0.9512195121951219,,
koufoko01,2017,71,82,11,0.8658536585365854,4.0,4.0
koufoko01,2018,71,82,11,0.8658536585365854,11.0,15.0
koufoko01,2019,42,82,40,0.5121951219512195,11.0,26.0
krejcvi01,2022,30,82,52,0.36585365853658536,,
krejcvi01,2023,29,82,53,0.35365853658536583,52.0,52.0
krejcvi01,2024,22,82,60,0.2682926829268293,53.0,105.0
kuminjo01,2022,70,82,12,0.8536585365853658,,
kuminjo01,2023,67,82,15,0.8170731707317073,12.0,12.0
kuminjo01,2024,74,82,8,0.9024390243902439,15.0,27.0
kurucro01,2019,63,82,19,0.7682926829268293,,
kurucro01,2020,47,72,25,0.6527777777777778,19.0,19.0
kurucro01,2021,21,72,51,0.2916666666666667,25.0,44.0
kuzmaky01,2018,77,82,5,0.9390243902439024,,
kuzmaky01,2019,70,82,12,0.8536585365853658,5.0,5.0
kuzmaky01,2020,61,72,11,0.8472222222222222,12.0,17.0
kuzmaky01,2021,68,72,4,0.9444444444444444,11.0,28.0
kuzmaky01,2022,66,82,16,0.8048780487804879,4.0,27.0
kuzmaky01,2023,64,82,18,0.7804878048780488,16.0,31.0
kuzmaky01,2024,70,82,12,0.8536585365853658,18.0,38.0
kuzmimi01,2017,68,82,14,0.8292682926829268,,
labissk01,2017,33,82,49,0.4024390243902439,,
labissk01,2018,60,82,22,0.7317073170731707,49.0,49.0
labissk01,2019,22,82,60,0.2682926829268293,22.0,71.0
labissk01,2020,33,72,39,0.4583333333333333,60.0,131.0
lamban01,2021,24,72,48,0.3333333333333333,,
lamban01,2023,62,82,20,0.7560975609756098,48.0,48.0
lambje01,2016,66,82,16,0.8048780487804879,,
lambje01,2017,62,82,20,0.7560975609756098,16.0,16.0
lambje01,2018,80,82,2,0.975609756097561,20.0,36.0
lambje01,2019,79,82,3,0.9634146341463414,2.0,38.0
lambje01,2020,46,72,26,0.6388888888888888,3.0,25.0
lambje01,2021,36,72,36,0.5,26.0,31.0
lambje01,2022,56,82,26,0.6829268292682927,36.0,65.0
landajo01,2022,54,82,28,0.6585365853658537,,
landajo01,2023,69,82,13,0.8414634146341463,28.0,28.0
landajo01,2024,56,82,26,0.6829268292682927,13.0,41.0
landrca01,2016,36,82,46,0.43902439024390244,,
langfro01,2020,32,72,40,0.4444444444444444,,
langfro01,2022,48,82,34,0.5853658536585366,40.0,40.0
langfro01,2023,43,82,39,0.524390243902439,34.0,74.0
laravja01,2023,35,82,47,0.4268292682926829,,
laravja01,2024,35,82,47,0.4268292682926829,47.0,47.0
larkish01,2016,78,82,4,0.9512195121951219,,
larkish01,2018,54,82,28,0.6585365853658537,4.0,4.0
lauvejo01,2016,59,82,23,0.7195121951219512,,
lauvejo01,2017,70,82,12,0.8536585365853658,23.0,23.0
lauvejo01,2018,55,82,27,0.6707317073170732,12.0,35.0
lavinza01,2016,82,82,0,1.0,,
lavinza01,2017,47,82,35,0.573170731707317,0.0,0.0
lavinza01,2018,24,82,58,0.2926829268292683,35.0,35.0
lavinza01,2019,63,82,19,0.7682926829268293,58.0,93.0
lavinza01,2020,60,72,12,0.8333333333333334,19.0,112.0
lavinza01,2021,58,72,14,0.8055555555555556,12.0,89.0
lavinza01,2022,67,82,15,0.8170731707317073,14.0,45.0
lavinza01,2023,77,82,5,0.9390243902439024,15.0,41.0
lavinza01,2024,25,82,57,0.3048780487804878,5.0,34.0
lawsoaj01,2024,42,82,40,0.5121951219512195,,
lawsoty01,2016,66,82,16,0.8048780487804879,,
lawsoty01,2017,69,82,13,0.8414634146341463,16.0,16.0
laymaja01,2017,35,82,47,0.4268292682926829,,
laymaja01,2019,71,82,11,0.8658536585365854,47.0,47.0
laymaja01,2020,23,72,49,0.3194444444444444,11.0,58.0
laymaja01,2021,45,72,27,0.625,49.0,107.0
laymaja01,2022,34,82,48,0.4146341463414634,27.0,87.0
leaftj01,2018,53,82,29,0.6463414634146342,,
leaftj01,2019,58,82,24,0.7073170731707317,29.0,29.0
leaftj01,2020,28,72,44,0.3888888888888889,24.0,53.0
leeco01,2016,79,82,3,0.9634146341463414,,
leeco01,2017,77,82,5,0.9390243902439024,3.0,3.0
leeco01,2018,76,82,6,0.926829268292683,5.0,8.0
leeco01,2019,34,82,48,0.4146341463414634,6.0,14.0
leeco01,2020,24,72,48,0.3333333333333333,48.0,59.0
leeda02,2016,55,82,27,0.6707317073170732,,
leeda02,2017,79,82,3,0.9634146341463414,27.0,27.0
leeda03,2020,49,72,23,0.6805555555555556,,
leeda03,2021,57,72,15,0.7916666666666666,23.0,23.0
leeda03,2022,63,82,19,0.7682926829268293,15.0,38.0
leeda03,2023,74,82,8,0.9024390243902439,19.0,57.0
leesa01,2021,48,72,24,0.6666666666666666,,
leesa01,2022,37,82,45,0.45121951219512196,24.0,24.0
leesa01,2023,25,82,57,0.3048780487804878,45.0,69.0
leesa01,2024,24,82,58,0.2926829268292683,57.0,126.0
lenal01,2016,78,82,4,0.9512195121951219,,
lenal01,2017,77,82,5,0.9390243902439024,4.0,4.0
lenal01,2018,69,82,13,0.8414634146341463,5.0,9.0
lenal01,2019,77,82,5,0.9390243902439024,13.0,22.0
lenal01,2020,55,72,17,0.7638888888888888,5.0,23.0
lenal01,2021,64,72,8,0.8888888888888888,17.0,35.0
lenal01,2022,39,82,43,0.47560975609756095,8.0,30.0
lenal01,2023,26,82,56,0.3170731707317073,43.0,68.0
lenal01,2024,48,82,34,0.5853658536585366,56.0,107.0
leonaka01,2016,72,82,10,0.8780487804878049,,
leonaka01,2017,74,82,8,0.9024390243902439,10.0,10.0
leonaka01,2019,60,82,22,0.7317073170731707,8.0,18.0
leonaka01,2020,57,72,15,0.7916666666666666,22.0,40.0
leonaka01,2021,52,72,20,0.7222222222222222,15.0,45.0
leonaka01,2023,52,82,30,0.6341463414634146,20.0,57.0
leonaka01,2024,68,82,14,0.8292682926829268,30.0,65.0
leoname01,2016,61,82,21,0.7439024390243902,,
leoname01,2017,74,82,8,0.9024390243902439,21.0,21.0
leoname01,2018,33,82,49,0.4024390243902439,8.0,29.0
leoname01,2019,61,82,21,0.7439024390243902,49.0,78.0
leoname01,2020,51,72,21,0.7083333333333334,21.0,78.0
leuerjo01,2016,67,82,15,0.8170731707317073,,
leuerjo01,2017,75,82,7,0.9146341463414634,15.0,15.0
leuerjo01,2019,41,82,41,0.5,7.0,22.0
leverca01,2017,57,82,25,0.6951219512195121,,
leverca01,2018,71,82,11,0.8658536585365854,25.0,25.0
leverca01,2019,40,82,42,0.4878048780487805,11.0,36.0
leverca01,2020,45,72,27,0.625,42.0,78.0
leverca01,2021,47,72,25,0.6527777777777778,27.0,80.0
leverca01,2022,58,82,24,0.7073170731707317,25.0,94.0
leverca01,2023,74,82,8,0.9024390243902439,24.0,76.0
leverca01,2024,68,82,14,0.8292682926829268,8.0,57.0
lewiski01,2021,54,72,18,0.75,,
lewiski01,2022,24,82,58,0.2926829268292683,18.0,18.0
lewiski01,2023,25,82,57,0.3048780487804878,58.0,76.0
lewiski01,2024,28,82,54,0.34146341463414637,57.0,133.0
liggide01,2017,62,82,20,0.7560975609756098,,
liggide01,2018,58,82,24,0.7073170731707317,20.0,20.0
lillada01,2016,75,82,7,0.9146341463414634,,
lillada01,2017,75,82,7,0.9146341463414634,7.0,7.0
lillada01,2018,73,82,9,0.8902439024390244,7.0,14.0
lillada01,2019,80,82,2,0.975609756097561,9.0,23.0
lillada01,2020,66,72,6,0.9166666666666666,2.0,18.0
lillada01,2021,67,72,5,0.9305555555555556,6.0,17.0
lillada01,2022,29,82,53,0.35365853658536583,5.0,13.0
lillada01,2023,58,82,24,0.7073170731707317,53.0,64.0
lillada01,2024,73,82,9,0.8902439024390244,24.0,82.0
linje01,2016,78,82,4,0.9512195121951219,,
linje01,2017,36,82,46,0.43902439024390244,4.0,4.0
linje01,2019,74,82,8,0.9024390243902439,46.0,50.0
littlna01,2020,48,72,24,0.6666666666666666,,
littlna01,2021,48,72,24,0.6666666666666666,24.0,24.0
littlna01,2022,42,82,40,0.5121951219512195,24.0,48.0
littlna01,2023,54,82,28,0.6585365853658537,40.0,88.0
littlna01,2024,45,82,37,0.5487804878048781,28.0,92.0
livelde01,2024,55,82,27,0.6707317073170732,,
liveris01,2023,52,82,30,0.6341463414634146,,
liveris01,2024,23,82,59,0.2804878048780488,30.0,30.0
livinsh01,2016,78,82,4,0.9512195121951219,,
livinsh01,2017,76,82,6,0.926829268292683,4.0,4.0
livinsh01,2018,71,82,11,0.8658536585365854,6.0,10.0
livinsh01,2019,64,82,18,0.7804878048780488,11.0,21.0
loftoke01,2023,24,82,58,0.2926829268292683,,
loftoke01,2024,21,82,61,0.25609756097560976,58.0,58.0
looneke01,2017,53,82,29,0.6463414634146342,,
looneke01,2018,66,82,16,0.8048780487804879,29.0,29.0
looneke01,2019,80,82,2,0.975609756097561,16.0,45.0
looneke01,2020,20,72,52,0.2777777777777778,2.0,47.0
looneke01,2021,61,72,11,0.8472222222222222,52.0,70.0
looneke01,2022,82,82,0,1.0,11.0,65.0
looneke01,2023,82,82,0,1.0,0.0,63.0
looneke01,2024,74,82,8,0.9024390243902439,0.0,11.0
lopezbr01,2016,73,82,9,0.8902439024390244,,
lopezbr01,2017,75,82,7,0.9146341463414634,9.0,9.0
lopezbr01,2018,74,82,8,0.9024390243902439,7.0,16.0
lopezbr01,2019,81,82,1,0.9878048780487805,8.0,24.0
lopezbr01,2020,68,72,4,0.9444444444444444,1.0,16.0
lopezbr01,2021,70,72,2,0.9722222222222222,4.0,13.0
lopezbr01,2023,78,82,4,0.9512195121951219,2.0,7.0
lopezbr01,2024,79,82,3,0.9634146341463414,4.0,10.0
lopezro01,2016,82,82,0,1.0,,
lopezro01,2017,81,82,1,0.9878048780487805,0.0,0.0
lopezro01,2018,64,82,18,0.7804878048780488,1.0,1.0
lopezro01,2019,74,82,8,0.9024390243902439,18.0,19.0
lopezro01,2020,66,72,6,0.9166666666666666,8.0,27.0
lopezro01,2021,71,72,1,0.9861111111111112,6.0,32.0
lopezro01,2022,36,82,46,0.43902439024390244,1.0,15.0
lopezro01,2023,37,82,45,0.45121951219512196,46.0,53.0
loveke01,2016,77,82,5,0.9390243902439024,,
loveke01,2017,60,82,22,0.7317073170731707,5.0,5.0
loveke01,2018,59,82,23,0.7195121951219512,22.0,27.0
loveke01,2019,22,82,60,0.2682926829268293,23.0,50.0
loveke01,2020,56,72,16,0.7777777777777778,60.0,105.0
loveke01,2021,25,72,47,0.3472222222222222,16.0,99.0
loveke01,2022,74,82,8,0.9024390243902439,47.0,123.0
loveke01,2023,62,82,20,0.7560975609756098,8.0,71.0
loveke01,2024,55,82,27,0.6707317073170732,20.0,75.0
lowryky01,2016,77,82,5,0.9390243902439024,,
lowryky01,2017,60,82,22,0.7317073170731707,5.0,5.0
lowryky01,2018,78,82,4,0.9512195121951219,22.0,27.0
lowryky01,2019,65,82,17,0.7926829268292683,4.0,31.0
lowryky01,2020,58,72,14,0.8055555555555556,17.0,43.0
lowryky01,2021,46,72,26,0.6388888888888888,14.0,35.0
lowryky01,2022,63,82,19,0.7682926829268293,26.0,57.0
lowryky01,2023,55,82,27,0.6707317073170732,19.0,59.0
lowryky01,2024,60,82,22,0.7317073170731707,27.0,72.0
lylestr01,2016,80,82,2,0.975609756097561,,
lylestr01,2017,71,82,11,0.8658536585365854,2.0,2.0
lylestr01,2018,73,82,9,0.8902439024390244,11.0,13.0
lylestr01,2019,64,82,18,0.7804878048780488,9.0,22.0
lylestr01,2020,63,72,9,0.875,18.0,38.0
lylestr01,2021,23,72,49,0.3194444444444444,9.0,36.0
lylestr01,2022,75,82,7,0.9146341463414634,49.0,76.0
lylestr01,2023,74,82,8,0.9024390243902439,7.0,65.0
lylestr01,2024,58,82,24,0.7073170731707317,8.0,64.0
macksh01,2016,52,82,30,0.6341463414634146,,
macksh01,2017,55,82,27,0.6707317073170732,30.0,30.0
macksh01,2018,69,82,13,0.8414634146341463,27.0,57.0
macksh01,2019,57,82,25,0.6951219512195121,13.0,70.0
mahinia01,2016,71,82,11,0.8658536585365854,,
mahinia01,2017,31,82,51,0.3780487804878049,11.0,11.0
mahinia01,2018,77,82,5,0.9390243902439024,51.0,62.0
mahinia01,2019,34,82,48,0.4146341463414634,5.0,67.0
mahinia01,2020,38,72,34,0.5277777777777778,48.0,104.0
makerth01,2017,57,82,25,0.6951219512195121,,
makerth01,2018,74,82,8,0.9024390243902439,25.0,25.0
makerth01,2019,64,82,18,0.7804878048780488,8.0,33.0
makerth01,2020,60,72,12,0.8333333333333334,18.0,51.0
maledth01,2021,65,72,7,0.9027777777777778,,
maledth01,2022,51,82,31,0.6219512195121951,7.0,7.0
maledth01,2023,44,82,38,0.5365853658536586,31.0,38.0
mamuksa01,2022,41,82,41,0.5,,
mamuksa01,2023,43,82,39,0.524390243902439,41.0,41.0
mamuksa01,2024,46,82,36,0.5609756097560976,39.0,80.0
mannini01,2021,30,72,42,0.4166666666666667,,
mannte01,2020,41,72,31,0.5694444444444444,,
mannte01,2021,67,72,5,0.9305555555555556,31.0,31.0
mannte01,2022,81,82,1,0.9878048780487805,5.0,36.0
mannte01,2023,81,82,1,0.9878048780487805,1.0,37.0
mannte01,2024,75,82,7,0.9146341463414634,1.0,7.0
manntr01,2022,60,82,22,0.7317073170731707,,
manntr01,2023,67,82,15,0.8170731707317073,22.0,22.0
manntr01,2024,41,82,41,0.5,15.0,37.0
marblde01,2016,28,82,54,0.34146341463414637,,
marjabo01,2016,54,82,28,0.6585365853658537,,
marjabo01,2017,35,82,47,0.4268292682926829,28.0,28.0
marjabo01,2018,39,82,43,0.47560975609756095,47.0,75.0
marjabo01,2019,58,82,24,0.7073170731707317,43.0,118.0
marjabo01,2020,44,72,28,0.6111111111111112,24.0,114.0
marjabo01,2021,33,72,39,0.4583333333333333,28.0,95.0
marjabo01,2022,23,82,59,0.2804878048780488,39.0,91.0
marjabo01,2023,31,82,51,0.3780487804878049,59.0,126.0
markkla01,2018,68,82,14,0.8292682926829268,,
markkla01,2019,52,82,30,0.6341463414634146,14.0,14.0
markkla01,2020,50,72,22,0.6944444444444444,30.0,44.0
markkla01,2021,51,72,21,0.7083333333333334,22.0,66.0
markkla01,2022,61,82,21,0.7439024390243902,21.0,73.0
markkla01,2023,66,82,16,0.8048780487804879,21.0,64.0
markkla01,2024,55,82,27,0.6707317073170732,16.0,58.0
marshke01,2016,30,82,52,0.36585365853658536,,
marshna01,2021,32,72,40,0.4444444444444444,,
marshna01,2022,55,82,27,0.6707317073170732,40.0,40.0
marshna01,2023,77,82,5,0.9390243902439024,27.0,67.0
marshna01,2024,66,82,16,0.8048780487804879,5.0,72.0
martica02,2021,53,72,19,0.7361111111111112,,
martica02,2022,60,82,22,0.7317073170731707,19.0,19.0
martica02,2023,71,82,11,0.8658536585365854,22.0,41.0
martica02,2024,64,82,18,0.7804878048780488,11.0,52.0
martico01,2020,48,72,24,0.6666666666666666,,
martico01,2021,52,72,20,0.7222222222222222,24.0,24.0
martico01,2022,71,82,11,0.8658536585365854,20.0,44.0
martico01,2024,28,82,54,0.34146341463414637,11.0,55.0
martija01,2016,27,82,55,0.32926829268292684,,
martija01,2017,42,82,40,0.5121951219512195,55.0,55.0
martija01,2018,73,82,9,0.8902439024390244,40.0,95.0
martija01,2019,42,82,40,0.5121951219512195,9.0,104.0
martike02,2016,55,82,27,0.6707317073170732,,
martike03,2021,35,72,37,0.4861111111111111,,
martike03,2022,30,82,52,0.36585365853658536,37.0,37.0
martike04,2021,45,72,27,0.625,,
martike04,2022,79,82,3,0.9634146341463414,27.0,27.0
martike04,2023,82,82,0,1.0,3.0,30.0
martike04,2024,60,82,22,0.7317073170731707,0.0,30.0
masonfr01,2018,52,82,30,0.6341463414634146,,
masonfr01,2019,38,82,44,0.4634146341463415,30.0,30.0
mathega01,2021,64,72,8,0.8888888888888888,,
mathega01,2022,65,82,17,0.7926829268292683,8.0,8.0
mathega01,2023,54,82,28,0.6585365853658537,17.0,25.0
mathega01,2024,66,82,16,0.8048780487804879,28.0,53.0
mathube01,2023,78,82,4,0.9512195121951219,,
mathube01,2024,59,82,23,0.7195121951219512,4.0,4.0
matthwe02,2016,78,82,4,0.9512195121951219,,
matthwe02,2017,73,82,9,0.8902439024390244,4.0,4.0
matthwe02,2018,63,82,19,0.7682926829268293,9.0,13.0
matthwe02,2019,69,82,13,0.8414634146341463,19.0,32.0
matthwe02,2020,67,72,5,0.9305555555555556,13.0,41.0
matthwe02,2021,58,72,14,0.8055555555555556,5.0,37.0
matthwe02,2022,49,82,33,0.5975609756097561,14.0,32.0
matthwe02,2023,52,82,30,0.6341463414634146,33.0,52.0
matthwe02,2024,36,82,46,0.43902439024390244,30.0,77.0
maxeyty01,2021,61,72,11,0.8472222222222222,,
maxeyty01,2022,75,82,7,0.9146341463414634,11.0,11.0
maxeyty01,2023,60,82,22,0.7317073170731707,7.0,18.0
maxeyty01,2024,70,82,12,0.8536585365853658,22.0,40.0
mayooj01,2016,41,82,41,0.5,,
mayssk01,2021,33,72,39,0.4583333333333333,,
mayssk01,2022,28,82,54,0.34146341463414637,39.0,39.0
mayssk01,2024,38,82,44,0.4634146341463415,54.0,93.0
mbahalu01,2016,75,82,7,0.9146341463414634,,
mbahalu01,2017,80,82,2,0.975609756097561,7.0,7.0
mbahalu01,2018,61,82,21,0.7439024390243902,2.0,9.0
mcadoja01,2016,41,82,41,0.5,,
mcadoja01,2017,52,82,30,0.6341463414634146,41.0,41.0
mcbrimi01,2022,40,82,42,0.4878048780487805,,
mcbrimi01,2023,64,82,18,0.7804878048780488,42.0,42.0
mcbrimi01,2024,68,82,14,0.8292682926829268,18.0,60.0
mccalra01,2016,41,82,41,0.5,,
mccawpa01,2017,71,82,11,0.8658536585365854,,
mccawpa01,2018,57,82,25,0.6951219512195121,11.0,11.0
mccawpa01,2019,29,82,53,0.35365853658536583,25.0,36.0
mccawpa01,2020,37,72,35,0.5138888888888888,53.0,89.0
mcclesh01,2017,30,82,52,0.36585365853658536,,
mccolcj01,2016,80,82,2,0.975609756097561,,
mccolcj01,2017,80,82,2,0.975609756097561,2.0,2.0
mccolcj01,2018,81,82,1,0.9878048780487805,2.0,4.0
mccolcj01,2019,70,82,12,0.8536585365853658,1.0,5.0
mccolcj01,2020,70,72,2,0.9722222222222222,12.0,15.0
mccolcj01,2021,47,72,25,0.6527777777777778,2.0,15.0
mccolcj01,2022,62,82,20,0.7560975609756098,25.0,39.0
mccolcj01,2023,75,82,7,0.9146341463414634,20.0,47.0
mccolcj01,2024,66,82,16,0.8048780487804879,7.0,52.0
mccontj01,2016,81,82,1,0.9878048780487805,,
mccontj01,2017,81,82,1,0.9878048780487805,1.0,1.0
mccontj01,2018,76,82,6,0.926829268292683,1.0,2.0
mccontj01,2019,76,82,6,0.926829268292683,6.0,8.0
mccontj01,2020,71,72,1,0.9861111111111112,6.0,13.0
mccontj01,2021,69,72,3,0.9583333333333334,1.0,13.0
mccontj01,2022,27,82,55,0.32926829268292684,3.0,10.0
mccontj01,2023,75,82,7,0.9146341463414634,55.0,59.0
mccontj01,2024,71,82,11,0.8658536585365854,7.0,65.0
mcculch01,2016,24,82,58,0.2926829268292683,,
mcdanja01,2021,47,72,25,0.6527777777777778,,
mcdanja01,2022,55,82,27,0.6707317073170732,25.0,25.0
mcdanja01,2023,80,82,2,0.975609756097561,27.0,52.0
mcdanja01,2024,50,82,32,0.6097560975609756,2.0,54.0
mcdanja02,2021,63,72,9,0.875,,
mcdanja02,2022,70,82,12,0.8536585365853658,9.0,9.0
mcdanja02,2023,79,82,3,0.9634146341463414,12.0,21.0
mcdanja02,2024,72,82,10,0.8780487804878049,3.0,24.0
mcdankj01,2016,37,82,45,0.45121951219512196,,
mcdankj01,2017,49,82,33,0.5975609756097561,45.0,45.0
mcderdo01,2016,81,82,1,0.9878048780487805,,
mcderdo01,2017,66,82,16,0.8048780487804879,1.0,1.0
mcderdo01,2018,81,82,1,0.9878048780487805,16.0,17.0
mcderdo01,2019,77,82,5,0.9390243902439024,1.0,18.0
mcderdo01,2020,69,72,3,0.9583333333333334,5.0,22.0
mcderdo01,2021,66,72,6,0.9166666666666666,3.0,9.0
mcderdo01,2022,51,82,31,0.6219512195121951,6.0,14.0
mcderdo01,2023,64,82,18,0.7804878048780488,31.0,40.0
mcderdo01,2024,64,82,18,0.7804878048780488,18.0,55.0
mcgeeja01,2016,34,82,48,0.4146341463414634,,
mcgeeja01,2017,77,82,5,0.9390243902439024,48.0,48.0
mcgeeja01,2018,65,82,17,0.7926829268292683,5.0,53.0
mcgeeja01,2019,75,82,7,0.9146341463414634,17.0,70.0
mcgeeja01,2020,68,72,4,0.9444444444444444,7.0,29.0
mcgeeja01,2021,46,72,26,0.6388888888888888,4.0,28.0
mcgeeja01,2022,74,82,8,0.9024390243902439,26.0,37.0
mcgeeja01,2023,42,82,40,0.5121951219512195,8.0,38.0
mcgeeja01,2024,46,82,36,0.5609756097560976,40.0,74.0
mcgowbr01,2023,46,82,36,0.5609756097560976,,
mcgowbr01,2024,59,82,23,0.7195121951219512,36.0,36.0
mcgruro01,2017,78,82,4,0.9512195121951219,,
mcgruro01,2019,66,82,16,0.8048780487804879,4.0,4.0
mcgruro01,2020,56,72,16,0.7777777777777778,16.0,20.0
mcgruro01,2022,51,82,31,0.6219512195121951,16.0,36.0
mcgruro01,2023,32,82,50,0.3902439024390244,31.0,63.0
mckinal01,2019,72,82,10,0.8780487804878049,,
mckinal01,2020,40,72,32,0.5555555555555556,10.0,10.0
mckinal01,2021,39,72,33,0.5416666666666666,32.0,42.0
mclaujo01,2021,51,72,21,0.7083333333333334,,
mclaujo01,2022,62,82,20,0.7560975609756098,21.0,21.0
