birth_date_bbref,birth_city,birth_country_code,player_id,fetch_error,player_name,birth_country,is_international
1985-05-06,Winston-Salem,us,paulch01,,Chris Paul,USA,0
1991-02-19,Dayton,us,paynead01,,Adreian Payne,USA,0
1994-08-08,Memphis,us,payneca01,,Cameron Payne,USA,0
1994-02-22,Gretna,us,paytoel01,,Elfrid Payton,USA,0
1992-12-01,Seattle,us,paytoga02,,Gary Payton II,USA,0
1993-02-03,St. John's,ag,pelleno01,,Norvel Pelle,Antigua and Barbuda,1
1984-11-10,Nederland,us,perkike01,,Kendrick Perkins,USA,0
2000-03-21,Flowood,us,perryre01,,Reggie Perry,USA,0
2003-11-05,Killeen,us,phillju01,,Julian Phillips,USA,0
1977-10-13,Oakland,us,piercpa01,,Paul Pierce,USA,0
1995-11-05,Greensboro,us,pinsoth01,,Theo Pinson,USA,0
1990-03-05,Fort Wayne,us,plumlma01,,Mason Plumlee,USA,0
1992-07-14,West Lafayette,us,plumlma02,,Marshall Plumlee,USA,0
1988-09-01,Fort Wayne,us,plumlmi01,,Miles Plumlee,USA,0
2003-02-25,Greenfield,us,podzibr01,,Brandin Podziemski,USA,0
1995-10-15,Vienna,at,poeltja01,,Jakob Poeltl,Austria,1
1993-10-17,Clamart,fr,poirivi01,,Vincent Poirier,France,1
2001-12-26,Belgrade,rs,pokusal01,,Aleksej Pokusevski,Serbia,1
1988-03-10,Fresno,us,pondequ01,,Quincy Pondexter,USA,0
1999-06-19,Milwaukee,us,poolejo01,,Jordan Poole,USA,0
2000-02-26,Terre Haute,us,portecr01,,Craig Porter Jr.,USA,0
1999-11-15,Columbia,us,portejo01,,Jontay Porter,USA,0
2000-05-04,Seattle,us,porteke02,,Kevin Porter Jr.,USA,0
1998-06-29,Indianapolis,us,portemi01,,Michael Porter Jr.,USA,0
1993-06-03,St. Louis,us,porteot01,,Otto Porter Jr.,USA,0
1995-02-10,Little Rock,us,portibo01,,Bobby Portis,USA,0
1995-08-02,Liepaja,lv,porzikr01,,Kristaps Porziņģis,Latvia,1
1991-07-20,Toronto,ca,poweldw01,,Dwight Powell,Canada,1
1993-05-25,San Diego,us,powelno01,,Norman Powell,USA,0
1991-02-17,Dallas,us,pressph01,,Phil Pressey,USA,0
1983-06-21,Friendswood,us,pricero01,,Ronnie Price,USA,0
1977-05-17,Rio Tercero,ar,prigipa01,,Pablo Prigioni,Argentina,1
1980-02-28,Compton,us,princta01,,Tayshaun Prince,USA,0
1994-03-22,San Marcos,us,princta02,,Taurean Prince,USA,0
1998-01-28,Tualatin,us,pritcpa01,,Payton Pritchard,USA,0
2002-07-03,Montreal,ca,prospol01,,Olivier-Maxence Prosper,Canada,1
1999-07-13,Lisbon,pt,quetane01,,Neemias Queta,Portugal,1
1999-06-17,Havre de Grace,us,quickim01,,Immanuel Quickley,USA,0
2000-11-16,Brentwood,us,quinole01,,Lester Quiñones,USA,0
1997-02-04,Sacramento,us,rabbiv01,,Ivan Rabb,USA,0
1993-02-05,Rock Island,us,randlch01,,Chasson Randle,USA,0
1994-11-29,Dallas,us,randlju01,,Julius Randle,USA,0
1981-07-16,Marion,us,randoza01,,Zach Randolph,USA,0
1996-06-26,Waat,ss,reathdu01,,Duop Reath,South Sudan,1
1998-05-29,Newark,us,reaveau01,,Austin Reaves,USA,0
1999-09-01,Norristown,us,reddica01,,Cam Reddish,USA,0
1984-06-24,Cookeville,us,redicjj01,,JJ Redick,USA,0
1995-06-11,Princeton,us,reedda01,,Davon Reed,USA,0
1999-06-14,Orlando,us,reedpa01,,Paul Reed,USA,0
1990-05-16,Kansas City,us,reedwi02,,Willie Reed,USA,0
1999-08-26,Asbury Park,us,reidna01,,Naz Reid,USA,0
1993-09-15,Edmond,us,richajo01,,Josh Richardson,USA,0
1996-01-05,Trenton,us,richama01,,Malachi Richardson,USA,0
1997-11-29,Kingston,jm,richani01,,Nick Richards,Jamaica,1
1992-08-01,Santa Monica,us,riverau01,,Austin Rivers,USA,0
1991-12-04,Las Cruces,us,roberan03,,Andre Roberson,USA,0
1985-12-03,Toledo,us,roberbr01,,Brian Roberts,USA,0
1994-04-22,York,us,robindu01,,Duncan Robinson,USA,0
1994-01-08,Gary,us,robingl02,,Glenn Robinson III,USA,0
1997-02-22,Raleigh,us,robinje01,,Jerome Robinson,USA,0
2000-11-03,Kansas City,us,robinje02,,Jeremiah Robinson-Earl,USA,0
1997-10-12,Manassas,us,robinju01,,Justin Robinson,USA,0
1998-04-01,Pensacola,us,robinmi01,,Mitchell Robinson,USA,0
2000-07-10,Las Vegas,us,robinor01,,Orlando Robinson,USA,0
1991-03-17,Washington,us,robinth01,,Thomas Robinson,USA,0
1998-02-03,Dixon,us,robyis01,,Isaiah Roby,USA,0
2001-03-27,Minneapolis,us,roddyda01,,David Roddy,USA,0
1986-06-12,Tenerife,es,rodrise01,,Sergio Rodríguez,Spain,1
1986-02-22,Louisville,us,rondora01,,Rajon Rondo,USA,0
1988-10-04,Chicago,us,rosede01,,Derrick Rose,USA,0
1991-02-05,Portland,us,rosste01,,Terrence Ross,USA,0
1994-03-17,Youngstown,us,roziete01,,Terry Rozier,USA,0
1990-10-21,El Masnou,es,rubiori01,,Ricky Rubio,Spain,1
1986-06-17,Zagreb,hr,rudezda01,,Damjan Rudež,Croatia,1
2004-05-31,Strasbourg,fr,ruperra01,,Rayan Rupert,France,1
1985-07-07,Kansas City,us,rushbr01,,Brandon Rush,USA,0
1996-02-23,Louisville,us,russeda01,,D'Angelo Russell,USA,0
1997-04-17,White Plains,us,ryanma01,,Matt Ryan,USA,0
1996-05-03,Portland,us,sabondo01,,Domantas Sabonis,USA,0
1989-06-06,Baton Rouge,us,sacrero01,,Robert Sacre,USA,0
2000-01-09,Zagreb,hr,samanlu01,,Luka Šamanić,Croatia,1
1993-03-20,Cleveland,us,sampsja02,,JaKarr Sampson,USA,0
2002-06-22,Brasilia,br,santogu01,,Gui Santos,Brazil,1
1994-04-08,Sibenik,hr,saricda01,,Dario Šarić,Croatia,1
1999-02-20,Niort,fr,sarrol01,,Olivier Sarr,France,1
2000-09-21,Dallas,us,sassema01,,Marcus Sasser,USA,0
1991-10-30,Prague,cz,satorto01,,Tomáš Satoranský,Czech Republic,1
1997-03-30,London,gb,schofad01,,Admiral Schofield,United Kingdom,1
1980-04-30,Buenos Aires,ar,scolalu01,,Luis Scola,Argentina,1
1988-07-16,Chesapeake,us,scottmi01,,Mike Scott,USA,0
1984-05-02,Vevey,ch,sefolth01,,Thabo Sefolosha,Switzerland,1
1994-09-30,Roxbury,us,seldewa01,,Wayne Selden,USA,0
2002-07-25,Giresun,tr,sengual01,,Alperen Şengün,Turkey,1
2003-10-30,Orlando,us,sensabr01,,Brice Sensabaugh,USA,0
1989-12-07,Cayenne,gf,serapke01,,Kevin Séraphin,French Guiana,1
1986-04-11,Myrtle Beach,us,sessira01,,Ramon Sessions,USA,0
1999-01-04,Marietta,us,sextoco01,,Collin Sexton,USA,0
1997-03-13,Kansas City,us,shamela01,,Landry Shamet,USA,0
2001-11-06,Greenville,us,sharpda01,,Day'Ron Sharpe,USA,0
2003-05-30,London,ca,sharpsh01,,Shaedon Sharpe,Canada,1
2001-07-16,Atlanta,us,sheppbe01,,Ben Sheppard,USA,0
1990-06-26,Oak Park,us,shumpim01,,Iman Shumpert,USA,0
1994-04-02,Douala,cm,siakapa01,,Pascal Siakam,Cameroon,1
1996-09-19,Libreville,ga,silvach01,,Chris Silva,Gabon,1
1996-07-20,Melbourne,au,simmobe01,,Ben Simmons,Australia,1
1989-09-14,Houston,us,simmojo02,,Jonathon Simmons,USA,0
1999-06-08,Longwood,us,simonan01,,Anfernee Simons,USA,0
1998-10-20,Minneapolis,us,simsje01,,Jericho Sims,USA,0
1988-05-04,Medford,us,singlky01,,Kyle Singler,USA,0
2000-06-10,Vilnius,lt,sirvyde01,,Deividas Sirvydis,Lithuania,1
1988-01-15,Shreveport,us,sloando01,,Donald Sloan,USA,0
1994-03-06,Flower Mound,us,smartma01,,Marcus Smart,USA,0
1997-11-25,Fayetteville,us,smithde03,,Dennis Smith Jr.,USA,0
1986-03-02,Greeley,us,smithja02,,Jason Smith,USA,0
2000-03-16,Portsmouth,us,smithja04,,Jalen Smith,USA,0
2003-05-13,Fayetteville,us,smithja05,,Jabari Smith Jr.,USA,0
1985-12-05,College Park,us,smithjo03,,Josh Smith,USA,0
1985-09-09,Freehold,us,smithjr01,,J.R. Smith,USA,0
2004-04-18,Jacksonville,us,smithni01,,Nick Smith Jr.,USA,0
1991-11-10,Los Angeles,us,snellto01,,Tony Snell,USA,0
2003-05-20,Guymon,us,sochaje01,,Jeremy Sochan,USA,0
1987-08-04,St. Petersburg,us,speigma01,,Marreese Speights,USA,0
1997-07-21,Cleveland,us,spellom01,,Omari Spellman,USA,0
1985-01-01,Joinville,br,splitti01,,Tiago Splitter,Brazil,1
2002-09-25,Charlotte,us,sprinja01,,Jaden Springer,USA,0
1993-10-07,Mississauga,ca,stausni01,,Nik Stauskas,Canada,1
1990-09-05,Brooklyn,us,stephla01,,Lance Stephenson,USA,0
1997-07-09,Philadelphia,us,stevela01,,Lamar Stevens,USA,0
2001-05-22,Rochester,us,stewais01,,Isaiah Stewart,USA,0
1988-12-07,Alexandria,us,stoneju01,,Julyan Stone,USA,0
1982-11-16,Lake Wales,us,stoudam01,,Amar'e Stoudemire,USA,0
2002-04-18,Las Vegas,us,strawju01,,Julian Strawther,USA,0
1996-03-28,Hickory Hills,us,strusma01,,Max Strus,USA,0
1986-04-21,Seattle,us,stuckro01,,Rodney Stuckey,USA,0
2001-06-03,St. Paul,us,suggsja01,,Jalen Suggs,USA,0
1992-03-04,Columbus,us,sullija01,,Jared Sullinger,USA,0
1995-12-31,Detroit,us,sumneed01,,Edmond Sumner,USA,0
1997-04-18,Indianapolis,us,swanica01,,Caleb Swanigan,USA,0
1993-12-30,Chicago,us,sykeske01,,Keifer Sykes,USA,0
1995-10-28,Toledo,us,tateja01,,Jae'Sean Tate,USA,0
1998-03-03,St. Louis,us,tatumja01,,Jayson Tatum,USA,0
1994-07-11,Hayward,us,taylois01,,Isaiah Taylor,USA,0
1999-09-23,Bowling Green,us,taylote01,,Terry Taylor,USA,0
1988-06-10,Indianapolis,us,teaguje01,,Jeff Teague,USA,0
1985-09-18,Mostar,ba,teletmi01,,Mirza Teletović,Bosnia and Herzegovina,1
1986-05-08,Baton Rouge,us,templga01,,Garrett Temple,USA,0
1987-03-19,Valjevo,rs,teodomi01,,Miloš Teodosić,Serbia,1
2002-07-12,Tempe,us,terryda01,,Dalen Terry,USA,0
1977-09-15,Seattle,us,terryja01,,Jason Terry,USA,0
1992-04-04,Salzgitter,de,theisda01,,Daniel Theis,Germany,1
1997-01-28,Bolingbrook,us,thomabr01,,Brodric Thomas,USA,0
2001-10-13,Yokosuka,jp,thomaca02,,Cam Thomas,Japan,1
1989-02-07,Tacoma,us,thomais02,,Isaiah Thomas,USA,0
1996-05-08,Omaha,us,thomakh01,,Khyri Thomas,USA,0
1988-04-24,Brooklyn,us,thomala01,,Lance Thomas,USA,0
1994-08-04,Decatur,us,thomama02,,Matt Thomas,USA,0
2003-01-30,San Leandro,us,thompam01,,Amen Thompson,USA,0
2003-01-30,San Leandro,us,thompau01,,Ausar Thompson,USA,0
1991-04-03,Pasadena,us,thompho01,,Hollis Thompson,USA,0
1986-07-21,Camden,us,thompja02,,Jason Thompson,USA,0
1990-02-08,Los Angeles,us,thompkl01,,Klay Thompson,USA,0
1991-03-13,Toronto,ca,thomptr01,,Tristan Thompson,Canada,1
2002-08-26,Omaha,us,thorjt01,,JT Thor,USA,0
1987-06-05,Baton Rouge,us,thornma01,,Marcus Thornton,USA,0
1994-11-15,Lancaster,us,thornsi01,,Sindarius Thornwell,USA,0
1997-03-04,Scottsdale,us,thybuma01,,Matisse Thybulle,USA,0
1998-03-05,Cagnes-sur-Mer,fr,tilliki02,,Killian Tillie,France,1
1999-01-12,Grand Rapids,us,tillmxa01,,Xavier Tillman Sr.,USA,0
1985-06-01,Springfield,us,tollian01,,Anthony Tolliver,USA,0
1998-03-04,Brooklyn,us,toppiob01,,Obi Toppin,USA,0
1993-04-10,Oakland,us,toscaju01,,Juan Toscano-Anderson,USA,0
1995-11-15,Edison,us,townska01,,Karl-Anthony Towns,USA,0
1999-01-18,Columbus,us,trentga02,,Gary Trent Jr.,USA,0
1996-01-17,Seattle,us,trieral01,,Allonzo Trier,USA,0
1985-05-05,Raleigh,us,tuckepj01,,P.J. Tucker,USA,0
1997-09-24,Charlotte,us,tuckera01,,Rayjon Tucker,USA,0
1988-10-27,Chicago,us,turneev01,,Evan Turner,USA,0
1996-03-24,Bedford,us,turnemy01,,Myles Turner,USA,0
1987-05-20,Edmond,us,udohek01,,Ekpe Udoh,USA,0
1982-07-05,Celje,si,udrihbe01,,Beno Udrih,Slovenia,1
1996-01-05,Southfield,us,ulisty01,,Tyler Ulis,USA,0
1999-04-12,Portland,us,umudest01,,Stanley Umude,USA,0
1992-05-06,Utena,lt,valanjo01,,Jonas Valančiūnas,Lithuania,1
