player_id,player_clean,player_name,draft_year,draft_round,draft_pick,draft_team,college
edwaran01,anthony edwards,Anthony Edwards,2020,1,1,MIN,Georgia
wisemja01,james wiseman,James Wiseman,2020,1,2,GSW,Memphis
ballla01,lamelo ball,LaMelo Ball,2020,1,3,CHO,
willipa01,patrick williams,Patrick Williams,2020,1,4,CHI,Florida State
okorois01,isaac okoro,Isaac Okoro,2020,1,5,CLE,Auburn
okongon01,onyeka okongwu,Onyeka Okongwu,2020,1,6,ATL,USC
hayeski01,killian hayes,Killian Hayes,2020,1,7,DET,
toppiob01,obi toppin,Obi Toppin,2020,1,8,NYK,Dayton
avdijde01,deni avdija,Deni Avdija,2020,1,9,WAS,
smithja04,jalen smith,Jalen Smith,2020,1,10,PHO,Maryland
vassede01,devin vassell,Devin Vassell,2020,1,11,SAS,Florida State
halibty01,tyrese haliburton,Tyrese Haliburton,2020,1,12,SAC,Iowa State
lewiski01,kira lewis,Kira Lewis Jr.,2020,1,13,NOP,Alabama
nesmiaa01,aaron nesmith,Aaron Nesmith,2020,1,14,BOS,Vanderbilt
anthoco01,cole anthony,Cole Anthony,2020,1,15,ORL,UNC
stewais01,isaiah stewart,Isaiah Stewart,2020,1,16,POR,Washington
pokusal01,aleksej pokusevski,Aleksej Pokusevski,2020,1,17,MIN,
greenjo02,josh green,Josh Green,2020,1,18,DAL,Arizona
beysa01,saddiq bey,Saddiq Bey,2020,1,19,BRK,Villanova
achiupr01,precious achiuwa,Precious Achiuwa,2020,1,20,MIA,Memphis
maxeyty01,tyrese maxey,Tyrese Maxey,2020,1,21,PHI,Kentucky
nnajize01,zeke nnaji,Zeke Nnaji,2020,1,22,DEN,Arizona
bolmale01,leandro bolmaro,Leandro Bolmaro,2020,1,23,NYK,
hamptrj01,rj hampton,R.J. Hampton,2020,1,24,MIL,
quickim01,immanuel quickley,Immanuel Quickley,2020,1,25,OKC,Kentucky
pritcpa01,payton pritchard,Payton Pritchard,2020,1,26,BOS,Oregon
azubuud01,udoka azubuike,Udoka Azubuike,2020,1,27,UTA,Kansas
mcdanja02,jaden mcdaniels,Jaden McDaniels,2020,1,28,LAL,Washington
flynnma01,malachi flynn,Malachi Flynn,2020,1,29,TOR,San Diego State
banede01,desmond bane,Desmond Bane,2020,1,30,BOS,TCU
terryty01,tyrell terry,Tyrell Terry,2020,2,31,DAL,Stanford
careyve01,vernon carey,Vernon Carey Jr.,2020,2,32,CHO,Duke
oturuda01,daniel oturu,Daniel Oturu,2020,2,33,MIN,Minnesota
maledth01,theo maledon,Théo Maledon,2020,2,34,PHI,
tillmxa01,xavier tillman,Xavier Tillman Sr.,2020,2,35,SAC,Michigan State
beyty01,tyler bey,Tyler Bey,2020,2,36,PHI,Colorado
krejcvi01,vit krejci,Vít Krejčí,2020,2,37,WAS,
leesa01,saben lee,Saben Lee,2020,2,38,UTA,Vanderbilt
hugheel01,elijah hughes,Elijah Hughes,2020,2,39,NOP,Syracuse
woodaro01,robert woodard,Robert Woodard II,2020,2,40,MEM,Mississippi State
jonestr01,tre jones,Tre Jones,2020,2,41,SAS,Duke
richani01,nick richards,Nick Richards,2020,2,42,NOP,Kentucky
ramseja01,jahmius ramsey,Jahmi'us Ramsey,2020,2,43,SAC,Texas Tech
simonma01,marko simonovic,Marko Simonovic,2020,2,44,CHI,
nworajo01,jordan nwora,Jordan Nwora,2020,2,45,MIL,Louisville
ellebcj01,cj elleby,CJ Elleby,2020,2,46,POR,Washington State
madarya01,yam madar,Yam Madar,2020,2,47,BOS,
mannini01,nico mannion,Nico Mannion,2020,2,48,GSW,Arizona
joeis01,isaiah joe,Isaiah Joe,2020,2,49,PHI,Arkansas
mayssk01,skylar mays,Skylar Mays,2020,2,50,ATL,LSU
jessuju01,justinian jessup,Justinian Jessup,2020,2,51,GSW,Boise State
martike04,kj martin,KJ Martin,2020,2,52,SAC,
winstca01,cassius winston,Cassius Winston,2020,2,53,OKC,Michigan State
stanlca01,cassius stanley,Cassius Stanley,2020,2,54,IND,Duke
scrubja01,jay scrubb,Jay Scrubb,2020,2,55,BRK,John A. Logan College
rillegr01,grant riller,Grant Riller,2020,2,56,CHO,College of Charleston
perryre01,reggie perry,Reggie Perry,2020,2,57,LAC,Mississippi State
reedpa01,paul reed,Paul Reed,2020,2,58,PHI,DePaul
harrija01,jalen harris,Jalen Harris,2020,2,59,TOR,Nevada
merrisa01,sam merrill,Sam Merrill,2020,2,60,NOP,Utah State University
