player_clean,player_name,player_slug_hh,season,salary_usd
jusuf nurkic,Jusuf Nurkic,jusuf-nurkic,2023,15625000.0
malik beasley,Malik Beasley,malik-beasley,2023,15558035.0
luguentz dort,Luguentz Dort,luguentz-dort,2023,15277778.0
will barton,Will Barton,will-barton,2023,15059712.0
tyus jones,Tyus Jones,tyus-jones,2023,15000000.0
jonas valanciunas,Jonas Valanciunas,jonas-valanciunas,2023,14700000.0
derrick rose,Derrick Rose,derrick-rose,2023,14520730.0
kevin huerter,Kevin Huerter,kevin-huerter,2023,14508929.0
christian wood,Christian Wood,christian-wood,2023,14317459.0
wendell carter,Wendell Carter,wendell-carter,2023,14150000.0
kentavious caldwell pope,Kentavious Caldwell-Pope,kentavious-caldwell-pope,2023,14004703.0
brook lopez,Brook Lopez,brook-lopez,2023,13906976.0
patrick beverley,Patrick Beverley,patrick-beverley,2023,13801614.0
doug mcdermott,Doug McDermott,doug-mcdermott,2023,13750000.0
luke kennard,Luke Kennard,luke-kennard,2023,13745455.0
zion williamson,Zion Williamson,zion-williamson,2023,13534817.0
jordan clarkson,Jordan Clarkson,jordan-clarkson,2023,13340000.0
gary harris,Gary Harris,gary-harris,2023,13000000.0
kyle kuzma,Kyle Kuzma,kyle-kuzma,2023,13000000.0
josh hart,Josh Hart,josh-hart,2023,12960000.0
dorian finney smith,Dorian Finney-Smith,dorian-finney-smith,2023,12939848.0
kelly olynyk,Kelly Olynyk,kelly-olynyk,2023,12804878.0
chris boucher,Chris Boucher,chris-boucher,2023,12690000.0
kelly oubre,Kelly Oubre,kelly-oubre,2023,12600000.0
marvin bagley,Marvin Bagley,marvin-bagley,2023,12500000.0
robert covington,Robert Covington,robert-covington,2023,12307692.0
josh richardson,Josh Richardson,josh-richardson,2023,12196094.0
ja morant,Ja Morant,ja-morant,2023,12119440.0
danny green,Danny Green,danny-green,2023,11710528.0
devonte graham,Devonte Graham,devonte-graham,2023,11550000.0
terrence ross,Terrence Ross,terrence-ross,2023,11500000.0
reggie jackson,Reggie Jackson,reggie-jackson,2023,11457217.0
dillon brooks,Dillon Brooks,dillon-brooks,2023,11400000.0
richaun holmes,Richaun Holmes,richaun-holmes,2023,11215260.0
dwight powell,Dwight Powell,dwight-powell,2023,11080125.0
paolo banchero,Paolo Banchero,paolo-banchero,2023,11055120.0
rj barrett,RJ Barrett,rj-barrett,2023,10900634.0
bobby portis,Bobby Portis,bobby-portis,2023,10843350.0
deandre jordan,DeAndre Jordan,deandre-jordan,2023,10733758.0
anthony edwards,Anthony Edwards,anthony-edwards,2023,10733400.0
robert williams,Robert Williams,robert-williams,2023,10714287.0
cade cunningham,Cade Cunningham,cade-cunningham,2023,10552800.0
pj tucker,PJ Tucker,pj-tucker,2023,10490000.0
derrick favors,Derrick Favors,derrick-favors,2023,10350803.0
mo bamba,Mo Bamba,mo-bamba,2023,10300000.0
talen horton tucker,Talen Horton-Tucker,talen-horton-tucker,2023,10260000.0
jae crowder,Jae Crowder,jae-crowder,2023,10183800.0
ivica zubac,Ivica Zubac,ivica-zubac,2023,10123457.0
reggie bullock,Reggie Bullock,reggie-bullock,2023,10012800.0
alec burks,Alec Burks,alec-burks,2023,10012800.0
chet holmgren,Chet Holmgren,chet-holmgren,2023,9891240.0
deandre hunter,De'Andre Hunter,deandre-hunter,2023,9835881.0
larry nance,Larry Nance Jr,larry-nance-jr,2023,9672727.0
james wiseman,James Wiseman,james-wiseman,2023,9603360.0
landry shamet,Landry Shamet,landry-shamet,2023,9500000.0
malik monk,Malik Monk,malik-monk,2023,9472219.0
jalen green,Jalen Green,jalen-green,2023,9441840.0
jakob poeltl,Jakob Poeltl,jakob-poeltl,2023,9398148.0
nerlens noel,Nerlens Noel,nerlens-noel,2023,9391069.0
nicolas claxton,Nicolas Claxton,nicolas-claxton,2023,9350000.0
dario saric,Dario Saric,dario-saric,2023,9240000.0
royce oneale,Royce O'Neale,royce-oneale,2023,9200000.0
monte morris,Monte Morris,monte-morris,2023,9125000.0
mason plumlee,Mason Plumlee,mason-plumlee,2023,9080417.0
alex caruso,Alex Caruso,alex-caruso,2023,9030000.0
maxi kleber,Maxi Kleber,maxi-kleber,2023,9000000.0
grayson allen,Grayson Allen,grayson-allen,2023,8925000.0
darius garland,Darius Garland,darius-garland,2023,8920794.0
jabari smith,Jabari Smith,jabari-smith,2023,8882640.0
isaiah hartenstein,Isaiah Hartenstein,isaiah-hartenstein,2023,8854879.0
kyle anderson,Kyle Anderson,kyle-anderson,2023,8780488.0
victor oladipo,Victor Oladipo,victor-oladipo,2023,8750000.0
daniel theis,Daniel Theis,daniel-theis,2023,8694369.0
lamelo ball,LaMelo Ball,lamelo-ball,2023,8623920.0
seth curry,Seth Curry,seth-curry,2023,8496653.0
evan mobley,Evan Mobley,evan-mobley,2023,8478720.0
gary payton,Gary Payton II,gary-payton-ii,2023,8300000.0
dewayne dedmon,Dewayne Dedmon,dewayne-dedmon,2023,8283688.0
deanthony melton,De'Anthony Melton,deanthony-melton,2023,8250000.0
jamychal green,JaMychal Green,jamychal-green,2023,8200000.0
tj mcconnell,TJ McConnell,tj-mcconnell,2023,8100000.0
keegan murray,Keegan Murray,keegan-murray,2023,8008440.0
kevon looney,Kevon Looney,kevon-looney,2023,8000000.0
thaddeus young,Thaddeus Young,thaddeus-young,2023,8000000.0
delon wright,Delon Wright,delon-wright,2023,7804878.0
patrick williams,Patrick Williams,patrick-williams,2023,7775400.0
scottie barnes,Scottie Barnes,scottie-barnes,2023,7644600.0
cedi osman,Cedi Osman,cedi-osman,2023,7426088.0
coby white,Coby White,coby-white,2023,7413955.0
zach collins,Zach Collins,zach-collins,2023,7350000.0
jaden ivey,Jaden Ivey,jaden-ivey,2023,7252200.0
taurean prince,Taurean Prince,taurean-prince,2023,7100000.0
jaesean tate,Jae'Sean Tate,jaesean-tate,2023,7065217.0
isaac okoro,Isaac Okoro,isaac-okoro,2023,7040880.0
cody martin,Cody Martin,cody-martin,2023,7000000.0
jalen suggs,Jalen Suggs,jalen-suggs,2023,6922320.0
jaxson hayes,Jaxson Hayes,jaxson-hayes,2023,6803012.0
khem birch,Khem Birch,khem-birch,2023,6667500.0
bennedict mathurin,Bennedict Mathurin,bennedict-mathurin,2023,6586800.0
patrick mills,Patrick Mills,patrick-mills,2023,6479000.0
bruce brown,Bruce Brown,bruce-brown,2023,6479000.0
lonnie walker,Lonnie Walker,lonnie-walker,2023,6479000.0
caleb martin,Caleb Martin,caleb-martin,2023,6479000.0
joe ingles,Joe Ingles,joe-ingles,2023,6479000.0
onyeka okongwu,Onyeka Okongwu,onyeka-okongwu,2023,6395160.0
josh giddey,Josh Giddey,josh-giddey,2023,6287400.0
rui hachimura,Rui Hachimura,rui-hachimura,2023,6263188.0
rudy gay,Rudy Gay,rudy-gay,2023,6184500.0
jevon carter,Jevon Carter,jevon-carter,2023,6025000.0
shaedon sharpe,Shaedon Sharpe,shaedon-sharpe,2023,6012960.0
cameron payne,Cameron Payne,cameron-payne,2023,6000000.0
otto porter,Otto Porter,otto-porter,2023,6000000.0
justin holiday,Justin Holiday,justin-holiday,2023,5987975.0
cam reddish,Cam Reddish,cam-reddish,2023,5954454.0
cameron johnson,Cameron Johnson,cameron-johnson,2023,5887899.0
ricky rubio,Ricky Rubio,ricky-rubio,2023,5853659.0
killian hayes,Killian Hayes,killian-hayes,2023,5837760.0
pj washington,PJ Washington,pj-washington,2023,5808435.0
jonathan kuminga,Jonathan Kuminga,jonathan-kuminga,2023,5739840.0
pat connaughton,Pat Connaughton,pat-connaughton,2023,5728393.0
tyler herro,Tyler Herro,tyler-herro,2023,5722116.0
romeo langford,Romeo Langford,romeo-langford,2023,5634257.0
dyson daniels,Dyson Daniels,dyson-daniels,2023,5508600.0
javale mcgee,JaVale McGee,javale-mcgee,2023,5461219.0
goga bitadze,Goga Bitadze,goga-bitadze,2023,5377520.0
obi toppin,Obi Toppin,obi-toppin,2023,5348280.0
franz wagner,Franz Wagner,franz-wagner,2023,5258280.0
kendrick nunn,Kendrick Nunn,kendrick-nunn,2023,5250000.0
hamidou diallo,Hamidou Diallo,hamidou-diallo,2023,5200000.0
cory joseph,Cory Joseph,cory-joseph,2023,5155500.0
garrett temple,Garrett Temple,garrett-temple,2023,5155500.0
torrey craig,Torrey Craig,torrey-craig,2023,5121951.0
jeremy sochan,Jeremy Sochan,jeremy-sochan,2023,5063520.0
david nwaba,David Nwaba,david-nwaba,2023,5022000.0
nickeil alexander walker,Nickeil Alexander-Walker,nickeil-alexander-walker,2023,5009633.0
furkan korkmaz,Furkan Korkmaz,furkan-korkmaz,2023,5000000.0
deni avdija,Deni Avdija,deni-avdija,2023,4916160.0
davion mitchell,Davion Mitchell,davion-mitchell,2023,4833600.0
johnny davis,Johnny Davis,johnny-davis,2023,4810320.0
ty jerome,Ty Jerome,ty-jerome,2023,4728948.0
ishmael smith,Ishmael Smith,ishmael-smith,2023,4725000.0
jalen smith,Jalen Smith,jalen-smith,2023,4670160.0
ziaire williams,Ziaire Williams,ziaire-williams,2023,4591680.0
ousmane dieng,Ousmane Dieng,ousmane-dieng,2023,4569840.0
moe harkless,Moe Harkless,moe-harkless,2023,4564980.0
jeff green,Jeff Green,jeff-green,2023,4500000.0
donte divincenzo,Donte DiVincenzo,donte-divincenzo,2023,4500000.0
devin vassell,Devin Vassell,devin-vassell,2023,4437000.0
matisse thybulle,Matisse Thybulle,matisse-thybulle,2023,4379526.0
jarred vanderbilt,Jarred Vanderbilt,jarred-vanderbilt,2023,4374000.0
james bouknight,James Bouknight,james-bouknight,2023,4362240.0
brandon clarke,Brandon Clarke,brandon-clarke,2023,4343919.0
jalen williams,Jalen Williams,jalen-williams,2023,4341480.0
grant williams,Grant Williams,grant-williams,2023,4306281.0
darius bazley,Darius Bazley,darius-bazley,2023,4264628.0
tyrese haliburton,Tyrese Haliburton,tyrese-haliburton,2023,4215120.0
nassir little,Nassir Little,nassir-little,2023,4171548.0
josh primo,Josh Primo,josh-primo,2023,4144320.0
jalen duren,Jalen Duren,jalen-duren,2023,4124280.0
gorgui dieng,Gorgui Dieng,gorgui-dieng,2023,4105236.0
danuel house,Danuel House,danuel-house,2023,4105000.0
boban marjanovic,Boban Marjanovic,boban-marjanovic,2023,4101478.0
justise winslow,Justise Winslow,justise-winslow,2023,4097561.0
dylan windler,Dylan Windler,dylan-windler,2023,4037277.0
stanley johnson,Stanley Johnson,stanley-johnson,2023,4022164.0
kira lewis,Kira Lewis,kira-lewis,2023,4004280.0
george hill,George Hill,george-hill,2023,4000000.0
terence davis,Terence Davis,terence-davis,2023,4000000.0
chris duarte,Chris Duarte,chris-duarte,2023,3936960.0
alex len,Alex Len,alex-len,2023,3918600.0
ochai agbaji,Ochai Agbaji,ochai-agbaji,2023,3918360.0
jordan poole,Jordan Poole,jordan-poole,2023,3901399.0
keldon johnson,Keldon Johnson,keldon-johnson,2023,3873024.0
sviatoslav mykhailiuk,Sviatoslav Mykhailiuk,sviatoslav-mykhailiuk,2023,3846895.0
james johnson,James Johnson,james-johnson,2023,3841067.0
aaron nesmith,Aaron Nesmith,aaron-nesmith,2023,3804360.0
moses moody,Moses Moody,moses-moody,2023,3740160.0
mark williams,Mark Williams,mark-williams,2023,3722040.0
cole anthony,Cole Anthony,cole-anthony,2023,3613680.0
corey kispert,Corey Kispert,corey-kispert,2023,3552840.0
aj griffin,AJ Griffin,aj-griffin,2023,3536160.0
goran dragic,Goran Dragic,goran-dragic,2023,3523762.0
mike muscala,Mike Muscala,mike-muscala,2023,3500000.0
georges niang,Georges Niang,georges-niang,2023,3465000.0
chuma okeke,Chuma Okeke,chuma-okeke,2023,3433320.0
isaiah stewart,Isaiah Stewart,isaiah-stewart,2023,3433320.0
trey burke,Trey Burke,trey-burke,2023,3423750.0
amir coffey,Amir Coffey,amir-coffey,2023,3395062.0
alperen sengun,Alperen Sengun,alperen-sengun,2023,3375360.0
tari eason,Tari Eason,tari-eason,2023,3359160.0
aleksej pokusevski,Aleksej Pokusevski,aleksej-pokusevski,2023,3261480.0
kevin porter,Kevin Porter,kevin-porter,2023,3217631.0
trey murphy,Trey Murphy,trey-murphy,2023,3206520.0
simone fontecchio,Simone Fontecchio,simone-fontecchio,2023,3205128.0
derrick jones,Derrick Jones,derrick-jones,2023,3200000.0
andre drummond,Andre Drummond,andre-drummond,2023,3200000.0
dalen terry,Dalen Terry,dalen-terry,2023,3191400.0
sterling brown,Sterling Brown,sterling-brown,2023,3122602.0
josh green,Josh Green,josh-green,2023,3098400.0
jake laravia,Jake LaRavia,jake-laravia,2023,3047640.0
tre mann,Tre Mann,tre-mann,2023,3046200.0
kevin knox,Kevin Knox,kevin-knox,2023,3000000.0
saddiq bey,Saddiq Bey,saddiq-bey,2023,2959080.0
malaki branham,Malaki Branham,malaki-branham,2023,2925600.0
joe wieskamp,Joe Wieskamp,joe-wieskamp,2023,2909261.0
kai jones,Kai Jones,kai-jones,2023,2909040.0
blake griffin,Blake Griffin,blake-griffin,2023,2905851.0
robin lopez,Robin Lopez,robin-lopez,2023,2905851.0
markieff morris,Markieff Morris,markieff-morris,2023,2905851.0
andre iguodala,Andre Iguodala,andre-iguodala,2023,2905851.0
serge ibaka,Serge Ibaka,serge-ibaka,2023,2905851.0
udonis haslem,Udonis Haslem,udonis-haslem,2023,2905851.0
wesley matthews,Wesley Matthews,wesley-matthews,2023,2905851.0
austin rivers,Austin Rivers,austin-rivers,2023,2905851.0
bismack biyombo,Bismack Biyombo,bismack-biyombo,2023,2905851.0
taj gibson,Taj Gibson,taj-gibson,2023,2905851.0
rj hampton,RJ Hampton,rj-hampton,2023,2898243.0
andrew nicholson,Andrew Nicholson,andrew-nicholson,2023,2844429.0
precious achiuwa,Precious Achiuwa,precious-achiuwa,2023,2840160.0
christian braun,Christian Braun,christian-braun,2023,2808600.0
jordan nwora,Jordan Nwora,jordan-nwora,2023,2800000.0
jalen johnson,Jalen Johnson,jalen-johnson,2023,2792640.0
tyrese maxey,Tyrese Maxey,tyrese-maxey,2023,2726880.0
bruno fernando,Bruno Fernando,bruno-fernando,2023,2717391.0
walker kessler,Walker Kessler,walker-kessler,2023,2696400.0
keon johnson,Keon Johnson,keon-johnson,2023,2681040.0
charles bassey,Charles Bassey,charles-bassey,2023,2674742.0
dennis schroeder,Dennis Schroeder,dennis-schroeder,2023,2641682.0
matthew dellavedova,Matthew Dellavedova,matthew-dellavedova,2023,2628597.0
tj warren,TJ Warren,tj-warren,2023,2628597.0
trey lyles,Trey Lyles,trey-lyles,2023,2625000.0
zeke nnaji,Zeke Nnaji,zeke-nnaji,2023,2617800.0
david roddy,David Roddy,david-roddy,2023,2588640.0
isaiah jackson,Isaiah Jackson,isaiah-jackson,2023,2573760.0
marjon beauchamp,MarJon Beauchamp,marjon-beauchamp,2023,2485200.0
usman garuba,Usman Garuba,usman-garuba,2023,2471160.0
montrezl harrell,Montrezl Harrell,montrezl-harrell,2023,2463490.0
raul neto,Raul Neto,raul-neto,2023,2463490.0
frank kaminsky,Frank Kaminsky,frank-kaminsky,2023,2463490.0
willy hernangomez,Willy Hernangomez,willy-hernangomez,2023,2443581.0
theo maledon,Theo Maledon,theo-maledon,2023,2408891.0
blake wesley,Blake Wesley,blake-wesley,2023,2385480.0
josh christopher,Josh Christopher,josh-christopher,2023,2372160.0
isaiah roby,Isaiah Roby,isaiah-roby,2023,2330681.0
lindy waters,Lindy Waters III,lindy-waters-iii,2023,2316876.0
immanuel quickley,Immanuel Quickley,immanuel-quickley,2023,2316240.0
wendell moore,Wendell Moore,wendell-moore,2023,2306520.0
john konchar,John Konchar,john-konchar,2023,2300000.0
rodney mcgruder,Rodney McGruder,rodney-mcgruder,2023,2298385.0
bryn forbes,Bryn Forbes,bryn-forbes,2023,2298385.0
juan hernangomez,Juan Hernangomez,juan-hernangomez,2023,2298385.0
damian jones,Damian Jones,damian-jones,2023,2298385.0
quentin grimes,Quentin Grimes,quentin-grimes,2023,2277000.0
saben lee,Saben Lee,saben-lee,2023,2266640.0
andrew nembhard,Andrew Nembhard,andrew-nembhard,2023,2244111.0
nikola jovic,Nikola Jovic,nikola-jovic,2023,2239920.0
payton pritchard,Payton Pritchard,payton-pritchard,2023,2239200.0
vlatko cancar,Vlatko Cancar,vlatko-cancar,2023,2234359.0
patrick baldwin,Patrick Baldwin,patrick-baldwin,2023,2226000.0
tyty washington,TyTy Washington,tyty-washington,2023,2210040.0
bones hyland,Bones Hyland,bones-hyland,2023,2201520.0
bol bol,Bol Bol,bol-bol,2023,2200000.0
peyton watson,Peyton Watson,peyton-watson,2023,2193960.0
marquese chriss,Marquese Chriss,marquese-chriss,2023,2193920.0
udoka azubuike,Udoka Azubuike,udoka-azubuike,2023,2174880.0
jaden mcdaniels,Jaden McDaniels,jaden-mcdaniels,2023,2161440.0
jordan mclaughlin,Jordan McLaughlin,jordan-mclaughlin,2023,2160000.0
malachi flynn,Malachi Flynn,malachi-flynn,2023,2145720.0
cam thomas,Cam Thomas,cam-thomas,2023,2138160.0
juan toscano anderson,Juan Toscano-Anderson,juan-toscano-anderson,2023,2133278.0
damion lee,Damion Lee,damion-lee,2023,2133278.0
dennis smith,Dennis Smith,dennis-smith,2023,2133278.0
luke kornet,Luke Kornet,luke-kornet,2023,2133278.0
desmond bane,Desmond Bane,desmond-bane,2023,2130240.0
jaden springer,Jaden Springer,jaden-springer,2023,2125200.0
dayron sharpe,Day'Ron Sharpe,dayron-sharpe,2023,2109480.0
santiago aldama,Santiago Aldama,santiago-aldama,2023,2094120.0
tony bradley,Tony Bradley,tony-bradley,2023,2036318.0
frank ntilikina,Frank Ntilikina,frank-ntilikina,2023,2036318.0
jaylin williams,Jaylin Williams,jaylin-williams,2023,2000000.0
garrison mathews,Garrison Mathews,garrison-mathews,2023,2000000.0
jeremiah robinson earl,Jeremiah Robinson-Earl,jeremiah-robinson-earl,2023,2000000.0
kenrich williams,Kenrich Williams,kenrich-williams,2023,2000000.0
caleb houstan,Caleb Houstan,caleb-houstan,2023,2000000.0
shake milton,Shake Milton,shake-milton,2023,1997718.0
josh okogie,Josh Okogie,josh-okogie,2023,1968175.0
thomas bryant,Thomas Bryant,thomas-bryant,2023,1968175.0
drew eubanks,Drew Eubanks,drew-eubanks,2023,1968175.0
troy brown,Troy Brown,troy-brown,2023,1968175.0
edmond sumner,Edmond Sumner,edmond-sumner,2023,1968175.0
theo pinson,Theo Pinson,theo-pinson,2023,1968175.0
aaron holiday,Aaron Holiday,aaron-holiday,2023,1968175.0
yuta watanabe,Yuta Watanabe,yuta-watanabe,2023,1968175.0
dean wade,Dean Wade,dean-wade,2023,1930681.0
terance mann,Terance Mann,terance-mann,2023,1930681.0
jaylen nowell,Jaylen Nowell,jaylen-nowell,2023,1930681.0
naz reid,Naz Reid,naz-reid,2023,1930681.0
jalen mcdaniels,Jalen McDaniels,jalen-mcdaniels,2023,1930681.0
daniel gafford,Daniel Gafford,daniel-gafford,2023,1930681.0
chimezie metu,Chimezie Metu,chimezie-metu,2023,1910860.0
davon reed,Davon Reed,davon-reed,2023,1902133.0
kz okpala,KZ Okpala,kz-okpala,2023,1902133.0
killian tillie,Killian Tillie,killian-tillie,2023,1901625.0
vernon carey,Vernon Carey,vernon-carey,2023,1882621.0
moritz wagner,Moritz Wagner,moritz-wagner,2023,1878720.0
keita bates diop,Keita Bates-Diop,keita-bates-diop,2023,1878720.0
thanasis antetokounmpo,Thanasis Antetokounmpo,thanasis-antetokounmpo,2023,1878720.0
wenyen gabriel,Wenyen Gabriel,wenyen-gabriel,2023,1878720.0
oshae brissett,Oshae Brissett,oshae-brissett,2023,1846738.0
nathan knight,Nathan Knight,nathan-knight,2023,1836090.0
justin jackson,Justin Jackson,justin-jackson,2023,1836090.0
isaiah joe,Isaiah Joe,isaiah-joe,2023,1836090.0
ryan arcidiacono,Ryan Arcidiacono,ryan-arcidiacono,2023,1836090.0
anthony gill,Anthony Gill,anthony-gill,2023,1836090.0
javonte green,Javonte Green,javonte-green,2023,1815677.0
gabe vincent,Gabe Vincent,gabe-vincent,2023,1815677.0
max strus,Max Strus,max-strus,2023,1815677.0
herb jones,Herb Jones,herb-jones,2023,1785000.0
xavier tillman,Xavier Tillman,xavier-tillman,2023,1782621.0
paul reed,Paul Reed,paul-reed,2023,1782621.0
naji marshall,Naji Marshall,naji-marshall,2023,1782621.0
tre jones,Tre Jones,tre-jones,2023,1782621.0
kj martin,KJ Martin,kj-martin,2023,1782621.0
lamar stevens,Lamar Stevens,lamar-stevens,2023,1782621.0
nick richards,Nick Richards,nick-richards,2023,1782621.0
tyrell terry,Tyrell Terry,tyrell-terry,2023,1782621.0
haywood highsmith,Haywood Highsmith,haywood-highsmith,2023,1752638.0
omer yurtseven,Omer Yurtseven,omer-yurtseven,2023,1752638.0
leandro bolmaro,Leandro Bolmaro,leandro-bolmaro,2023,1709300.0
terry taylor,Terry Taylor,terry-taylor,2023,1703902.0
jared butler,Jared Butler,jared-butler,2023,1674655.0
jericho sims,Jericho Sims,jericho-sims,2023,1639842.0
kessler edwards,Kessler Edwards,kessler-edwards,2023,1637966.0
sam hauser,Sam Hauser,sam-hauser,2023,1637966.0
isaiah todd,Isaiah Todd,isaiah-todd,2023,1575000.0
austin reaves,Austin Reaves,austin-reaves,2023,1563518.0
dalano banton,Dalano Banton,dalano-banton,2023,1563518.0
trendon watford,Trendon Watford,trendon-watford,2023,1563518.0
greg brown,Greg Brown,greg-brown,2023,1563518.0
jock landale,Jock Landale,jock-landale,2023,1563518.0
aaron wiggins,Aaron Wiggins,aaron-wiggins,2023,1563518.0
miles mcbride,Miles McBride,miles-mcbride,2023,1563518.0
