player_id,player_clean,player_name,draft_year,draft_round,draft_pick,draft_team,college
brownkw01,kwame brown,Kwame Brown,2001,1,1,WAS,
chandty01,tyson chandler,Tyson Chandler,2001,1,2,LAC,
gasolpa01,pau gasol,Pau Gasol,2001,1,3,ATL,
curryed01,eddy curry,Eddy Curry,2001,1,4,CHI,
richaja01,jason richardson,Jason Richardson,2001,1,5,GSW,Michigan State
battish01,shane battier,Shane Battier,2001,1,6,MEM,Duke
griffed01,eddie griffin,Eddie Griffin,2001,1,7,NJN,Seton Hall
diopde01,desagana diop,DeSagana Diop,2001,1,8,CLE,
whitero02,rodney white,Rodney White,2001,1,9,DET,UNC Charlotte
johnsjo02,joe johnson,Joe Johnson,2001,1,10,BOS,Arkansas
brownke01,kedrick brown,Kedrick Brown,2001,1,11,BOS,Okaloosa-Walton Community College
radmavl01,vladimir radmanovic,Vladimir Radmanović,2001,1,12,SEA,
jefferi01,richard jefferson,Richard Jefferson,2001,1,13,HOU,Arizona
murphtr01,troy murphy,Troy Murphy,2001,1,14,GSW,Notre Dame
huntest01,steven hunter,Steven Hunter,2001,1,15,ORL,DePaul
hastoki01,kirk haston,Kirk Haston,2001,1,16,CHH,Indiana
bradlmi01,michael bradley,Michael Bradley,2001,1,17,TOR,Villanova
collija04,jason collins,Jason Collins,2001,1,18,HOU,Stanford
randoza01,zach randolph,Zach Randolph,2001,1,19,POR,Michigan State
haywobr01,brendan haywood,Brendan Haywood,2001,1,20,CLE,UNC
fortejo01,joseph forte,Joseph Forte,2001,1,21,BOS,UNC
sasseje01,jeryl sasser,Jeryl Sasser,2001,1,22,ORL,SMU
armstbr01,brandon armstrong,Brandon Armstrong,2001,1,23,HOU,Pepperdine
lopezra01,raul lopez,Raül López,2001,1,24,UTA,
wallage01,gerald wallace,Gerald Wallace,2001,1,25,SAC,Alabama
dalemsa01,samuel dalembert,Samuel Dalembert,2001,1,26,PHI,Seton Hall
tinslja01,jamaal tinsley,Jamaal Tinsley,2001,1,27,MEM,Iowa State
parketo01,tony parker,Tony Parker,2001,1,28,SAS,
hassetr01,trenton hassell,Trenton Hassell,2001,1,30,CHI,Austin Peay State University
arenagi01,gilbert arenas,Gilbert Arenas,2001,2,31,GSW,Arizona
cookom01,omar cook,Omar Cook,2001,2,32,ORL,St. John's
solomwi01,will solomon,Will Solomon,2001,2,33,MEM,Clemson
morrite01,terence morris,Terence Morris,2001,2,34,ATL,Maryland
scalabr01,brian scalabrine,Brian Scalabrine,2001,2,35,NJN,USC
trepaje01,jeff trepagnier,Jeff Trepagnier,2001,2,36,CLE,USC
brownda02,damone brown,Damone Brown,2001,2,37,PHI,Syracuse
okurme01,mehmet okur,Mehmet Okur,2001,2,38,DET,
wrighmi01,michael wright,Michael Wright,2001,2,39,NYK,Arizona
watsoea01,earl watson,Earl Watson,2001,2,40,SEA,UCLA
breweja01,jamison brewer,Jamison Brewer,2001,2,41,IND,Auburn
simmobo01,bobby simmons,Bobby Simmons,2001,2,42,SEA,DePaul
chenoer01,eric chenowith,Eric Chenowith,2001,2,43,NYK,Kansas
hillky01,kyle hill,Kyle Hill,2001,2,44,DAL,Eastern Illinois University
lamplse01,sean lampley,Sean Lampley,2001,2,45,CHI,California
woodslo01,loren woods,Loren Woods,2001,2,46,MIN,Arizona
cisseou01,ousmane cisse,Ousmane Cisse,2001,2,47,DEN,
fotsian01,antonis fotsis,Antonis Fotsis,2001,2,48,MEM,
johnske03,ken johnson,Ken Johnson,2001,2,49,MIA,Ohio State
boumtru01,ruben boumtje boumtje,Ruben Boumtje-Boumtje,2001,2,50,POR,Georgetown
fordal02,alton ford,Alton Ford,2001,2,51,PHO,Houston
hutsoan01,andre hutson,Andre Hutson,2001,2,52,MIL,Michigan State
collija03,jarron collins,Jarron Collins,2001,2,53,UTA,Stanford
satteke01,kenny satterfield,Kenny Satterfield,2001,2,54,DAL,Cincinnati
jeffema01,maurice jeffers,Maurice Jeffers,2001,2,55,SAC,Saint Louis
javtoro01,robertas javtokas,Robertas Javtokas,2001,2,56,SAS,
jonesal01,alvin jones,Alvin Jones,2001,2,57,PHI,Georgia Tech
bracebr01,bryan bracey,Bryan Bracey,2001,2,58,SAS,Oregon
