player_id,player_clean,player_name,season,team_abbr,position,age,gp,mp_total,per,ts_pct,fg3a_rate,ft_rate,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
mccolcj01,cj mccollum,CJ McCollum,2020,POR,SG,28,70,2556,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6
bookede01,devin booker,Devin Booker,2020,PHO,SG,23,70,2512,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.143,3.4,-1.3,2.2,2.6
hardeja01,james harden,James Harden,2020,HOU,SG,30,68,2483,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3
barneha02,harrison barnes,Harrison Barnes,2020,SAC,PF,27,72,2482,13.3,0.574,0.338,0.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,3.4,1.1,4.6,0.088,0.0,-1.3,-1.3,0.5
lillada01,damian lillard,Damian Lillard,2020,POR,PG,29,66,2474,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9
harrito02,tobias harris,Tobias Harris,2020,PHI,PF,27,72,2469,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8
tuckepj01,pj tucker,P.J. Tucker,2020,HOU,PF,34,72,2467,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,1.6,2.4,4.0,0.078,-2.4,0.6,-1.9,0.1
gilgesh01,shai gilgeous alexander,Shai Gilgeous-Alexander,2020,OKC,SG,21,70,2428,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2
adebaba01,bam adebayo,Bam Adebayo,2020,MIA,PF,22,72,2417,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3
mitchdo01,donovan mitchell,Donovan Mitchell,2020,UTA,SG,23,69,2364,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3
jokicni01,nikola jokic,Nikola Jokić,2020,DEN,C,24,73,2336,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2.0,7.4,5.5
goberru01,rudy gobert,Rudy Gobert,2020,UTA,C,27,68,2333,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3
derozde01,demar derozan,DeMar DeRozan,2020,SAS,SF,30,68,2316,21.6,0.603,0.033,0.43,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3
jamesle01,lebron james,LeBron James,2020,LAL,PG,35,67,2316,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,9.8,0.204,6.6,1.8,8.4,6.1
tatumja01,jayson tatum,Jayson Tatum,2020,BOS,PF,21,66,2265,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4
hieldbu01,buddy hield,Buddy Hield,2020,SAC,SG,27,72,2216,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7
