player_clean,player_name,player_slug_hh,season,salary_usd
nicolas batum,Nicolas Batum,nicolas-batum,2024,11710818.0
bobby portis,Bobby Portis,bobby-portis,2024,11710818.0
robert covington,Robert Covington,robert-covington,2024,11692308.0
paolo banchero,Paolo Banchero,paolo-banchero,2024,11608080.0
robert williams,Robert Williams,robert-williams,2024,11571429.0
coby white,Coby White,coby-white,2024,11111111.0
cade cunningham,Cade Cunningham,cade-cunningham,2024,11055360.0
talen horton tucker,Talen Horton-Tucker,talen-horton-tucker,2024,11020000.0
pj tucker,PJ Tucker,pj-tucker,2024,11014500.0
joe ingles,Joe Ingles,joe-ingles,2024,11000000.0
maxi kleber,Maxi Kleber,maxi-kleber,2024,11000000.0
ivica zubac,Ivica Zubac,ivica-zubac,2024,10933333.0
lamelo ball,LaMelo Ball,lamelo-ball,2024,10900635.0
donte divincenzo,Donte DiVincenzo,donte-divincenzo,2024,10900000.0
brandon miller,Brandon Miller,brandon-miller,2024,10880364.0
terance mann,Terance Mann,terance-mann,2024,10576923.0
gabe vincent,Gabe Vincent,gabe-vincent,2024,10500000.0
matisse thybulle,Matisse Thybulle,matisse-thybulle,2024,10500000.0
alec burks,Alec Burks,alec-burks,2024,10489600.0
chet holmgren,Chet Holmgren,chet-holmgren,2024,10386000.0
larry nance,Larry Nance Jr,larry-nance-jr,2024,10375000.0
landry shamet,Landry Shamet,landry-shamet,2024,10250000.0
al horford,Al Horford,al-horford,2024,10000000.0
malik monk,Malik Monk,malik-monk,2024,9945830.0
tre jones,Tre Jones,tre-jones,2024,9895833.0
jalen green,Jalen Green,jalen-green,2024,9891480.0
patrick williams,Patrick Williams,patrick-williams,2024,9835881.0
monte morris,Monte Morris,monte-morris,2024,9800926.0
scoot henderson,Scoot Henderson,scoot-henderson,2024,9770904.0
nicolas claxton,Nicolas Claxton,nicolas-claxton,2024,9625000.0
royce oneale,Royce O'Neale,royce-oneale,2024,9500000.0
alex caruso,Alex Caruso,alex-caruso,2024,9460000.0
victor oladipo,Victor Oladipo,victor-oladipo,2024,9450000.0
pat connaughton,Pat Connaughton,pat-connaughton,2024,9423869.0
cameron payne,Cameron Payne,cameron-payne,2024,9391467.0
jabari smith,Jabari Smith,jabari-smith,2024,9326520.0
isaiah hartenstein,Isaiah Hartenstein,isaiah-hartenstein,2024,9245121.0
kyle anderson,Kyle Anderson,kyle-anderson,2024,9219512.0
daniel theis,Daniel Theis,daniel-theis,2024,9108387.0
thaddeus young,Thaddeus Young,thaddeus-young,2024,9010371.0
grayson allen,Grayson Allen,grayson-allen,2024,8925000.0
isaac okoro,Isaac Okoro,isaac-okoro,2024,8920794.0
evan mobley,Evan Mobley,evan-mobley,2024,8882640.0
amen thompson,Amen Thompson,amen-thompson,2024,8809284.0
georges niang,Georges Niang,georges-niang,2024,8800000.0
gary payton,Gary Payton II,gary-payton-ii,2024,8715000.0
tj mcconnell,TJ McConnell,tj-mcconnell,2024,8700000.0
keegan murray,Keegan Murray,keegan-murray,2024,8409000.0
delon wright,Delon Wright,delon-wright,2024,8195122.0
onyeka okongwu,Onyeka Okongwu,onyeka-okongwu,2024,8109063.0
scottie barnes,Scottie Barnes,scottie-barnes,2024,8008680.0
jock landale,Jock Landale,jock-landale,2024,8000000.0
jeff green,Jeff Green,jeff-green,2024,8000000.0
moritz wagner,Moritz Wagner,moritz-wagner,2024,8000000.0
deanthony melton,De'Anthony Melton,deanthony-melton,2024,8000000.0
trey lyles,Trey Lyles,trey-lyles,2024,8000000.0
ausar thompson,Ausar Thompson,ausar-thompson,2024,7977420.0
miles bridges,Miles Bridges,miles-bridges,2024,7921300.0
danilo gallinari,Danilo Gallinari,danilo-gallinari,2024,7850062.0
vasilije micic,Vasilije Micic,vasilije-micic,2024,7723000.0
paul reed,Paul Reed,paul-reed,2024,7723000.0
zach collins,Zach Collins,zach-collins,2024,7700000.0
jaden ivey,Jaden Ivey,jaden-ivey,2024,7614480.0
cody martin,Cody Martin,cody-martin,2024,7560000.0
patrick mills,Patrick Mills,patrick-mills,2024,7537766.0
kevon looney,Kevon Looney,kevon-looney,2024,7500000.0
killian hayes,Killian Hayes,killian-hayes,2024,7413955.0
jalen suggs,Jalen Suggs,jalen-suggs,2024,7252080.0
anthony black,Anthony Black,anthony-black,2024,7245480.0
jaesean tate,Jae'Sean Tate,jaesean-tate,2024,7000000.0
khem birch,Khem Birch,khem-birch,2024,6985000.0
bennedict mathurin,Bennedict Mathurin,bennedict-mathurin,2024,6916080.0
obi toppin,Obi Toppin,obi-toppin,2024,6803012.0
caleb martin,Caleb Martin,caleb-martin,2024,6802950.0
cedi osman,Cedi Osman,cedi-osman,2024,6718842.0
bilal coulibaly,Bilal Coulibaly,bilal-coulibaly,2024,6614256.0
josh giddey,Josh Giddey,josh-giddey,2024,6587040.0
ayo dosunmu,Ayo Dosunmu,ayo-dosunmu,2024,6481482.0
rudy gay,Rudy Gay,rudy-gay,2024,6479000.0
sasha vezenkov,Sasha Vezenkov,sasha-vezenkov,2024,6341464.0
shaedon sharpe,Shaedon Sharpe,shaedon-sharpe,2024,6313800.0
otto porter,Otto Porter,otto-porter,2024,6300000.0
deni avdija,Deni Avdija,deni-avdija,2024,6263188.0
nassir little,Nassir Little,nassir-little,2024,6250000.0
bismack biyombo,Bismack Biyombo,bismack-biyombo,2024,6194075.0
jevon carter,Jevon Carter,jevon-carter,2024,6190476.0
kenrich williams,Kenrich Williams,kenrich-williams,2024,6175000.0
jarace walker,Jarace Walker,jarace-walker,2024,6059460.0
jonathan kuminga,Jonathan Kuminga,jonathan-kuminga,2024,6012840.0
devin vassell,Devin Vassell,devin-vassell,2024,5887899.0
tyrese haliburton,Tyrese Haliburton,tyrese-haliburton,2024,5808435.0
dyson daniels,Dyson Daniels,dyson-daniels,2024,5784120.0
kira lewis,Kira Lewis,kira-lewis,2024,5722116.0
dean wade,Dean Wade,dean-wade,2024,5709877.0
aaron nesmith,Aaron Nesmith,aaron-nesmith,2024,5634257.0
aleksej pokusevski,Aleksej Pokusevski,aleksej-pokusevski,2024,5574809.0
taylor hendricks,Taylor Hendricks,taylor-hendricks,2024,5569872.0
shake milton,Shake Milton,shake-milton,2024,5552938.0
javale mcgee,JaVale McGee,javale-mcgee,2024,5544772.0
cole anthony,Cole Anthony,cole-anthony,2024,5539771.0
franz wagner,Franz Wagner,franz-wagner,2024,5508720.0
furkan korkmaz,Furkan Korkmaz,furkan-korkmaz,2024,5370370.0
josh primo,Josh Primo,josh-primo,2024,5341600.0
jeremy sochan,Jeremy Sochan,jeremy-sochan,2024,5316960.0
cason wallace,Cason Wallace,cason-wallace,2024,5291352.0
isaiah stewart,Isaiah Stewart,isaiah-stewart,2024,5266713.0
chuma okeke,Chuma Okeke,chuma-okeke,2024,5266712.0
davion mitchell,Davion Mitchell,davion-mitchell,2024,5063640.0
johnny davis,Johnny Davis,johnny-davis,2024,5050800.0
jalen smith,Jalen Smith,jalen-smith,2024,5043773.0
jett howard,Jett Howard,jett-howard,2024,5026824.0
reggie jackson,Reggie Jackson,reggie-jackson,2024,5000000.0
mason plumlee,Mason Plumlee,mason-plumlee,2024,5000000.0
ziaire williams,Ziaire Williams,ziaire-williams,2024,4810200.0
ousmane dieng,Ousmane Dieng,ousmane-dieng,2024,4798440.0
taj gibson,Taj Gibson,taj-gibson,2024,4776302.0
dereck lively,Dereck Lively,dereck-lively,2024,4775628.0
josh green,Josh Green,josh-green,2024,4765339.0
nickeil alexander walker,Nickeil Alexander-Walker,nickeil-alexander-walker,2024,4687500.0
jarred vanderbilt,Jarred Vanderbilt,jarred-vanderbilt,2024,4640000.0
james bouknight,James Bouknight,james-bouknight,2024,4570080.0
jalen williams,Jalen Williams,jalen-williams,2024,4558680.0
saddiq bey,Saddiq Bey,saddiq-bey,2024,4556983.0
gradey dick,Gradey Dick,gradey-dick,2024,4536708.0
taurean prince,Taurean Prince,taurean-prince,2024,4516000.0
jalen mcdaniels,Jalen McDaniels,jalen-mcdaniels,2024,4516000.0
precious achiuwa,Precious Achiuwa,precious-achiuwa,2024,4379526.0
tyrese maxey,Tyrese Maxey,tyrese-maxey,2024,4343920.0
jalen duren,Jalen Duren,jalen-duren,2024,4330680.0
danuel house,Danuel House,danuel-house,2024,4310250.0
jordan hawkins,Jordan Hawkins,jordan-hawkins,2024,4310196.0
mike muscala,Mike Muscala,mike-muscala,2024,4308297.0
zeke nnaji,Zeke Nnaji,zeke-nnaji,2024,4306281.0
immanuel quickley,Immanuel Quickley,immanuel-quickley,2024,4171548.0
chris duarte,Chris Duarte,chris-duarte,2024,4124400.0
ochai agbaji,Ochai Agbaji,ochai-agbaji,2024,4114200.0
kobe bufkin,Kobe Bufkin,kobe-bufkin,2024,4094244.0
payton pritchard,Payton Pritchard,payton-pritchard,2024,4037277.0
seth curry,Seth Curry,seth-curry,2024,4000000.0
dwight powell,Dwight Powell,dwight-powell,2024,4000000.0
troy brown,Troy Brown,troy-brown,2024,4000000.0
moses moody,Moses Moody,moses-moody,2024,3918480.0
mark williams,Mark Williams,mark-williams,2024,3908160.0
jaden mcdaniels,Jaden McDaniels,jaden-mcdaniels,2024,3901399.0
keyonte george,Keyonte George,keyonte-george,2024,3889776.0
malachi flynn,Malachi Flynn,malachi-flynn,2024,3873024.0
desmond bane,Desmond Bane,desmond-bane,2024,3845083.0
james johnson,James Johnson,james-johnson,2024,3839412.0
russell westbrook,Russell Westbrook,russell-westbrook,2024,3835738.0
kevin love,Kevin Love,kevin-love,2024,3835738.0
ricky rubio,Ricky Rubio,ricky-rubio,2024,3722327.0
corey kispert,Corey Kispert,corey-kispert,2024,3722040.0
aj griffin,AJ Griffin,aj-griffin,2024,3712920.0
jalen hood schifino,Jalen Hood-Schifino,jalen-hood-schifino,2024,3695076.0
amir coffey,Amir Coffey,amir-coffey,2024,3666667.0
alperen sengun,Alperen Sengun,alperen-sengun,2024,3536280.0
tari eason,Tari Eason,tari-eason,2024,3527160.0
jaime jaquez,Jaime Jaquez,jaime-jaquez,2024,3510540.0
andre drummond,Andre Drummond,andre-drummond,2024,3360000.0
trey murphy,Trey Murphy,trey-murphy,2024,3359280.0
brandin podziemski,Brandin Podziemski,brandin-podziemski,2024,3352404.0
dalen terry,Dalen Terry,dalen-terry,2024,3350760.0
keon johnson,Keon Johnson,keon-johnson,2024,3342765.0
cameron whitmore,Cameron Whitmore,cameron-whitmore,2024,3218160.0
jake laravia,Jake LaRavia,jake-laravia,2024,3199920.0
kai jones,Kai Jones,kai-jones,2024,3198778.0
garrett temple,Garrett Temple,garrett-temple,2024,3196448.0
jae crowder,Jae Crowder,jae-crowder,2024,3196448.0
robin lopez,Robin Lopez,robin-lopez,2024,3196448.0
alex len,Alex Len,alex-len,2024,3196448.0
eric gordon,Eric Gordon,eric-gordon,2024,3196448.0
cody zeller,Cody Zeller,cody-zeller,2024,3196448.0
patrick beverley,Patrick Beverley,patrick-beverley,2024,3196448.0
ishmael smith,Ishmael Smith,ishmael-smith,2024,3196448.0
derrick rose,Derrick Rose,derrick-rose,2024,3196448.0
markieff morris,Markieff Morris,markieff-morris,2024,3196448.0
wesley matthews,Wesley Matthews,wesley-matthews,2024,3196448.0
tristan thompson,Tristan Thompson,tristan-thompson,2024,3196448.0
cory joseph,Cory Joseph,cory-joseph,2024,3196448.0
justin holiday,Justin Holiday,justin-holiday,2024,3196448.0
deandre jordan,DeAndre Jordan,deandre-jordan,2024,3196448.0
tre mann,Tre Mann,tre-mann,2024,3191400.0
usman garuba,Usman Garuba,usman-garuba,2024,3159790.0
noah clowney,Noah Clowney,noah-clowney,2024,3089460.0
malaki branham,Malaki Branham,malaki-branham,2024,3071880.0
simone fontecchio,Simone Fontecchio,simone-fontecchio,2024,3044872.0
dante exum,Dante Exum,dante-exum,2024,3000000.0
julian champagnie,Julian Champagnie,julian-champagnie,2024,3000000.0
jordan nwora,Jordan Nwora,jordan-nwora,2024,3000000.0
dariq whitehead,Dariq Whitehead,dariq-whitehead,2024,2966040.0
christian braun,Christian Braun,christian-braun,2024,2949120.0
jalen johnson,Jalen Johnson,jalen-johnson,2024,2925360.0
kelly oubre,Kelly Oubre,kelly-oubre,2024,2891467.0
boban marjanovic,Boban Marjanovic,boban-marjanovic,2024,2891467.0
josh richardson,Josh Richardson,josh-richardson,2024,2891467.0
kris murray,Kris Murray,kris-murray,2024,2847504.0
andrew nicholson,Andrew Nicholson,andrew-nicholson,2024,2844429.0
walker kessler,Walker Kessler,walker-kessler,2024,2831160.0
tyty washington,TyTy Washington,tyty-washington,2024,2830222.0
josh okogie,Josh Okogie,josh-okogie,2024,2815937.0
omer yurtseven,Omer Yurtseven,omer-yurtseven,2024,2800000.0
dewayne dedmon,Dewayne Dedmon,dewayne-dedmon,2024,2748674.0
olivier maxence prosper,Olivier-Maxence Prosper,olivier-maxence-prosper,2024,2733720.0
josh christopher,Josh Christopher,josh-christopher,2024,2732920.0
david roddy,David Roddy,david-roddy,2024,2718240.0
derrick jones,Derrick Jones,derrick-jones,2024,2709849.0
dario saric,Dario Saric,dario-saric,2024,2709849.0
christian wood,Christian Wood,christian-wood,2024,2709849.0
malik beasley,Malik Beasley,malik-beasley,2024,2709849.0
chimezie metu,Chimezie Metu,chimezie-metu,2024,2697258.0
isaiah jackson,Isaiah Jackson,isaiah-jackson,2024,2696280.0
marcus sasser,Marcus Sasser,marcus-sasser,2024,2624028.0
marjon beauchamp,MarJon Beauchamp,marjon-beauchamp,2024,2609400.0
charles bassey,Charles Bassey,charles-bassey,2024,2600000.0
damian jones,Damian Jones,damian-jones,2024,2586665.0
kenneth lofton,Kenneth Lofton,kenneth-lofton,2024,2586618.0
kris dunn,Kris Dunn,kris-dunn,2024,2586484.0
bruno fernando,Bruno Fernando,bruno-fernando,2024,2581522.0
jeremiah robinson earl,Jeremiah Robinson-Earl,jeremiah-robinson-earl,2024,2548843.0
ben sheppard,Ben Sheppard,ben-sheppard,2024,2537172.0
ryan arcidiacono,Ryan Arcidiacono,ryan-arcidiacono,2024,2528233.0
damion lee,Damion Lee,damion-lee,2024,2528233.0
thomas bryant,Thomas Bryant,thomas-bryant,2024,2528233.0
frank ntilikina,Frank Ntilikina,frank-ntilikina,2024,2528233.0
torrey craig,Torrey Craig,torrey-craig,2024,2528233.0
dennis smith,Dennis Smith,dennis-smith,2024,2528233.0
blake wesley,Blake Wesley,blake-wesley,2024,2504640.0
lamar stevens,Lamar Stevens,lamar-stevens,2024,2492354.0
nick smith,Nick Smith,nick-smith,2024,2463912.0
brice sensabaugh,Brice Sensabaugh,brice-sensabaugh,2024,2448600.0
ty jerome,Ty Jerome,ty-jerome,2024,2439025.0
julian strawther,Julian Strawther,julian-strawther,2024,2431044.0
tristan vukcevic,Tristan Vukcevic,tristan-vukcevic,2024,2424892.0
wendell moore,Wendell Moore,wendell-moore,2024,2421720.0
jordan mclaughlin,Jordan McLaughlin,jordan-mclaughlin,2024,2420000.0
kobe brown,Kobe Brown,kobe-brown,2024,2413356.0
luke kornet,Luke Kornet,luke-kornet,2024,2413304.0
john konchar,John Konchar,john-konchar,2024,2400000.0
quentin grimes,Quentin Grimes,quentin-grimes,2024,2385720.0
nikola jovic,Nikola Jovic,nikola-jovic,2024,2352000.0
yuta watanabe,Yuta Watanabe,yuta-watanabe,2024,2346614.0
drew eubanks,Drew Eubanks,drew-eubanks,2024,2346614.0
mo bamba,Mo Bamba,mo-bamba,2024,2346614.0
thanasis antetokounmpo,Thanasis Antetokounmpo,thanasis-antetokounmpo,2024,2346614.0
sviatoslav mykhailiuk,Sviatoslav Mykhailiuk,sviatoslav-mykhailiuk,2024,2346614.0
aaron holiday,Aaron Holiday,aaron-holiday,2024,2346614.0
keita bates diop,Keita Bates-Diop,keita-bates-diop,2024,2346614.0
lonnie walker,Lonnie Walker,lonnie-walker,2024,2346614.0
patrick baldwin,Patrick Baldwin,patrick-baldwin,2024,2337720.0
harry giles,Harry Giles,harry-giles,2024,2306554.0
bones hyland,Bones Hyland,bones-hyland,2024,2306400.0
peyton watson,Peyton Watson,peyton-watson,2024,2303520.0
cam thomas,Cam Thomas,cam-thomas,2024,2240160.0
vlatko cancar,Vlatko Cancar,vlatko-cancar,2024,2234359.0
vince williams,Vince Williams Jr,vince-williams-jr,2024,2232308.0
jaden springer,Jaden Springer,jaden-springer,2024,2226240.0
dayron sharpe,Day'Ron Sharpe,dayron-sharpe,2024,2210040.0
jordan goodwin,Jordan Goodwin,jordan-goodwin,2024,2208045.0
santiago aldama,Santiago Aldama,santiago-aldama,2024,2194200.0
bol bol,Bol Bol,bol-bol,2024,2165000.0
moses brown,Moses Brown,moses-brown,2024,2165000.0
oshae brissett,Oshae Brissett,oshae-brissett,2024,2165000.0
jaxson hayes,Jaxson Hayes,jaxson-hayes,2024,2165000.0
cam reddish,Cam Reddish,cam-reddish,2024,2165000.0
kevin knox,Kevin Knox,kevin-knox,2024,2144320.0
andrew nembhard,Andrew Nembhard,andrew-nembhard,2024,2131905.0
goga bitadze,Goga Bitadze,goga-bitadze,2024,2066585.0
luka samanic,Luka Samanic,luka-samanic,2024,2066585.0
matt ryan,Matt Ryan,matt-ryan,2024,2059782.0
trendon watford,Trendon Watford,trendon-watford,2024,2019706.0
montrezl harrell,Montrezl Harrell,montrezl-harrell,2024,2019706.0
dalano banton,Dalano Banton,dalano-banton,2024,2019706.0
colby jones,Colby Jones,colby-jones,2024,2019706.0
sandro mamukelashvili,Sandro Mamukelashvili,sandro-mamukelashvili,2024,2019706.0
terry taylor,Terry Taylor,terry-taylor,2024,2019706.0
garrison mathews,Garrison Mathews,garrison-mathews,2024,2000000.0
jaylin williams,Jaylin Williams,jaylin-williams,2024,2000000.0
caleb houstan,Caleb Houstan,caleb-houstan,2024,2000000.0
anthony gill,Anthony Gill,anthony-gill,2024,1997238.0
sam merrill,Sam Merrill,sam-merrill,2024,1997238.0
isaiah joe,Isaiah Joe,isaiah-joe,2024,1997238.0
gg jackson,GG Jackson,gg-jackson,2024,1991428.0
duop reath,Duop Reath,duop-reath,2024,1951220.0
xavier tillman,Xavier Tillman,xavier-tillman,2024,1930681.0
naji marshall,Naji Marshall,naji-marshall,2024,1930681.0
kj martin,KJ Martin,kj-martin,2024,1930681.0
kessler edwards,Kessler Edwards,kessler-edwards,2024,1927896.0
jericho sims,Jericho Sims,jericho-sims,2024,1927896.0
sam hauser,Sam Hauser,sam-hauser,2024,1927896.0
haywood highsmith,Haywood Highsmith,haywood-highsmith,2024,1902137.0
aj green,AJ Green,aj-green,2024,1901769.0
ryan rollins,Ryan Rollins,ryan-rollins,2024,1893589.0
jose alvarado,Jose Alvarado,jose-alvarado,2024,1836096.0
aaron wiggins,Aaron Wiggins,aaron-wiggins,2024,1836096.0
miles mcbride,Miles McBride,miles-mcbride,2024,1836096.0
isaiah livers,Isaiah Livers,isaiah-livers,2024,1836096.0
isaiah todd,Isaiah Todd,isaiah-todd,2024,1836096.0
bj boston,BJ Boston,bj-boston,2024,1836096.0
jt thor,JT Thor,jt-thor,2024,1836096.0
jared butler,Jared Butler,jared-butler,2024,1809782.0
orlando robinson,Orlando Robinson,orlando-robinson,2024,1801769.0
dru smith,Dru Smith,dru-smith,2024,1801769.0
