player_clean,player_name,player_slug_hh,season,salary_usd
stephen curry,Stephen Curry,stephen-curry,2020,40231758.0
chris paul,Chris Paul,chris-paul,2020,38506482.0
russell westbrook,Russell Westbrook,russell-westbrook,2020,38506482.0
james harden,James Harden,james-harden,2020,38199000.0
john wall,John Wall,john-wall,2020,38199000.0
lebron james,LeBron James,lebron-james,2020,37436858.0
kevin durant,Kevin Durant,kevin-durant,2020,37199000.0
blake griffin,Blake Griffin,blake-griffin,2020,34449964.0
kyle lowry,Kyle Lowry,kyle-lowry,2020,33296296.0
paul george,Paul George,paul-george,2020,33005556.0
kawhi leonard,Kawhi Leonard,kawhi-leonard,2020,32742000.0
tobias harris,Tobias Harris,tobias-harris,2020,32742000.0
jimmy butler,Jimmy Butler,jimmy-butler,2020,32742000.0
klay thompson,Klay Thompson,klay-thompson,2020,32742000.0
kemba walker,Kemba Walker,kemba-walker,2020,32742000.0
gordon hayward,Gordon Hayward,gordon-hayward,2020,32700690.0
mike conley,Mike Conley,mike-conley,2020,32511623.0
kyrie irving,Kyrie Irving,kyrie-irving,2020,31742000.0
khris middleton,Khris Middleton,khris-middleton,2020,30603448.0
paul millsap,Paul Millsap,paul-millsap,2020,30350000.0
damian lillard,Damian Lillard,damian-lillard,2020,29802321.0
kevin love,Kevin Love,kevin-love,2020,28942830.0
nikola vucevic,Nikola Vucevic,nikola-vucevic,2020,28000000.0
al horford,Al Horford,al-horford,2020,28000000.0
demar derozan,DeMar DeRozan,demar-derozan,2020,27739975.0
cj mccollum,CJ McCollum,cj-mccollum,2020,27556959.0
andrew wiggins,Andrew Wiggins,andrew-wiggins,2020,27504630.0
joel embiid,Joel Embiid,joel-embiid,2020,27504630.0
nikola jokic,Nikola Jokic,nikola-jokic,2020,27504630.0
kristaps porzingis,Kristaps Porzingis,kristaps-porzingis,2020,27285000.0
dangelo russell,D'Angelo Russell,dangelo-russell,2020,27285000.0
karl anthony towns,Karl-Anthony Towns,karl-anthony-towns,2020,27285000.0
devin booker,Devin Booker,devin-booker,2020,27285000.0
otto porter,Otto Porter,otto-porter,2020,27250576.0
anthony davis,Anthony Davis,anthony-davis,2020,27093019.0
andre drummond,Andre Drummond,andre-drummond,2020,27093018.0
hassan whiteside,Hassan Whiteside,hassan-whiteside,2020,27093018.0
bradley beal,Bradley Beal,bradley-beal,2020,27093018.0
jrue holiday,Jrue Holiday,jrue-holiday,2020,26131111.0
lamarcus aldridge,LaMarcus Aldridge,lamarcus-aldridge,2020,26000000.0
giannis antetokounmpo,Giannis Antetokounmpo,giannis-antetokounmpo,2020,25842697.0
steven adams,Steven Adams,steven-adams,2020,25842697.0
marc gasol,Marc Gasol,marc-gasol,2020,25595700.0
nicolas batum,Nicolas Batum,nicolas-batum,2020,25565217.0
rudy gobert,Rudy Gobert,rudy-gobert,2020,25258427.0
harrison barnes,Harrison Barnes,harrison-barnes,2020,24147727.0
serge ibaka,Serge Ibaka,serge-ibaka,2020,23271604.0
danilo gallinari,Danilo Gallinari,danilo-gallinari,2020,22615559.0
victor oladipo,Victor Oladipo,victor-oladipo,2020,21000000.0
tim hardaway,Tim Hardaway Jr,tim-hardaway-jr,2020,20025127.0
malcolm brogdon,Malcolm Brogdon,malcolm-brogdon,2020,20000000.0
terry rozier,Terry Rozier,terry-rozier,2020,19894737.0
aaron gordon,Aaron Gordon,aaron-gordon,2020,19863636.0
zach lavine,Zach LaVine,zach-lavine,2020,19500000.0
kent bazemore,Kent Bazemore,kent-bazemore,2020,19269663.0
goran dragic,Goran Dragic,goran-dragic,2020,19217900.0
jeff teague,Jeff Teague,jeff-teague,2020,19000000.0
evan turner,Evan Turner,evan-turner,2020,18606556.0
tristan thompson,Tristan Thompson,tristan-thompson,2020,18539130.0
draymond green,Draymond Green,draymond-green,2020,18539130.0
gary harris,Gary Harris,gary-harris,2020,18189286.0
myles turner,Myles Turner,myles-turner,2020,18000000.0
julius randle,Julius Randle,julius-randle,2020,18000000.0
derrick favors,Derrick Favors,derrick-favors,2020,17650000.0
andre iguodala,Andre Iguodala,andre-iguodala,2020,17185185.0
evan fournier,Evan Fournier,evan-fournier,2020,17150000.0
bismack biyombo,Bismack Biyombo,bismack-biyombo,2020,17000000.0
bojan bogdanovic,Bojan Bogdanovic,bojan-bogdanovic,2020,17000000.0
clint capela,Clint Capela,clint-capela,2020,16896552.0
gorgui dieng,Gorgui Dieng,gorgui-dieng,2020,16229213.0
ricky rubio,Ricky Rubio,ricky-rubio,2020,16200000.0
jonas valanciunas,Jonas Valanciunas,jonas-valanciunas,2020,16000000.0
brandon knight,Brandon Knight,brandon-knight,2020,15643750.0
eric bledsoe,Eric Bledsoe,eric-bledsoe,2020,15625000.0
kelly oubre,Kelly Oubre,kelly-oubre,2020,15625000.0
dennis schroeder,Dennis Schroeder,dennis-schroeder,2020,15500000.0
ian mahinmi,Ian Mahinmi,ian-mahinmi,2020,15450051.0
james johnson,James Johnson,james-johnson,2020,15349400.0
marcus morris,Marcus Morris,marcus-morris,2020,15000000.0
bobby portis,Bobby Portis,bobby-portis,2020,15000000.0
danny green,Danny Green,danny-green,2020,14634147.0
rudy gay,Rudy Gay,rudy-gay,2020,14500000.0
cody zeller,Cody Zeller,cody-zeller,2020,14471910.0
eric gordon,Eric Gordon,eric-gordon,2020,14057730.0
mason plumlee,Mason Plumlee,mason-plumlee,2020,14041096.0
jj redick,JJ Redick,jj-redick,2020,13486300.0
jordan clarkson,Jordan Clarkson,jordan-clarkson,2020,13437500.0
dewayne dedmon,Dewayne Dedmon,dewayne-dedmon,2020,13333334.0
solomon hill,Solomon Hill,solomon-hill,2020,13290395.0
justise winslow,Justise Winslow,justise-winslow,2020,13000000.0
thaddeus young,Thaddeus Young,thaddeus-young,2020,12900000.0
will barton,Will Barton,will-barton,2020,12776786.0
courtney lee,Courtney Lee,courtney-lee,2020,12759670.0
larry nance,Larry Nance Jr,larry-nance-jr,2020,12727273.0
patrick mills,Patrick Mills,patrick-mills,2020,12678571.0
kelly olynyk,Kelly Olynyk,kelly-olynyk,2020,12667885.0
marcus smart,Marcus Smart,marcus-smart,2020,12553571.0
terrence ross,Terrence Ross,terrence-ross,2020,12500000.0
patrick beverley,Patrick Beverley,patrick-beverley,2020,12345680.0
trevor ariza,Trevor Ariza,trevor-ariza,2020,12200000.0
brook lopez,Brook Lopez,brook-lopez,2020,12093024.0
jusuf nurkic,Jusuf Nurkic,jusuf-nurkic,2020,12000000.0
cory joseph,Cory Joseph,cory-joseph,2020,12000000.0
joe ingles,Joe Ingles,joe-ingles,2020,11454546.0
tony snell,Tony Snell,tony-snell,2020,11392857.0
robert covington,Robert Covington,robert-covington,2020,11301219.0
meyers leonard,Meyers Leonard,meyers-leonard,2020,11286515.0
tj warren,TJ Warren,tj-warren,2020,11060000.0
moe harkless,Moe Harkless,moe-harkless,2020,11011234.0
andre roberson,Andre Roberson,andre-roberson,2020,10740740.0
spencer dinwiddie,Spencer Dinwiddie,spencer-dinwiddie,2020,10605600.0
jeremy lamb,Jeremy Lamb,jeremy-lamb,2020,10500000.0
dwight powell,Dwight Powell,dwight-powell,2020,10259375.0
george hill,George Hill,george-hill,2020,10133907.0
josh richardson,Josh Richardson,josh-richardson,2020,10116576.0
norman powell,Norman Powell,norman-powell,2020,10116576.0
tyus jones,Tyus Jones,tyus-jones,2020,10116000.0
tomas satoransky,Tomas Satoransky,tomas-satoransky,2020,10000000.0
deandre jordan,DeAndre Jordan,deandre-jordan,2020,9881598.0
zion williamson,Zion Williamson,zion-williamson,2020,9757440.0
markelle fultz,Markelle Fultz,markelle-fultz,2020,9745200.0
john henson,John Henson,john-henson,2020,9732396.0
matthew dellavedova,Matthew Dellavedova,matthew-dellavedova,2020,9607500.0
dante exum,Dante Exum,dante-exum,2020,9600000.0
deandre ayton,Deandre Ayton,deandre-ayton,2020,9562920.0
delon wright,Delon Wright,delon-wright,2020,9473684.0
jerami grant,Jerami Grant,jerami-grant,2020,9346153.0
fred vanvleet,Fred VanVleet,fred-vanvleet,2020,9346153.0
al farouq aminu,Al-Farouq Aminu,al-farouq-aminu,2020,9258000.0
kyle anderson,Kyle Anderson,kyle-anderson,2020,9073050.0
taj gibson,Taj Gibson,taj-gibson,2020,9000000.0
ja morant,Ja Morant,ja-morant,2020,8730240.0
lonzo ball,Lonzo Ball,lonzo-ball,2020,8719320.0
etwaun moore,E'Twaun Moore,etwaun-moore,2020,8664928.0
marvin bagley,Marvin Bagley,marvin-bagley,2020,8556120.0
bogdan bogdanovic,Bogdan Bogdanovic,bogdan-bogdanovic,2020,8529386.0
pj tucker,PJ Tucker,pj-tucker,2020,8349039.0
cristiano felicio,Cristiano Felicio,cristiano-felicio,2020,8156500.0
kentavious caldwell pope,Kentavious Caldwell-Pope,kentavious-caldwell-pope,2020,8139282.0
ben simmons,Ben Simmons,ben-simmons,2020,8113929.0
wayne ellington,Wayne Ellington,wayne-ellington,2020,8000000.0
thomas bryant,Thomas Bryant,thomas-bryant,2020,8000000.0
louis williams,Louis Williams,louis-williams,2020,8000000.0
elfrid payton,Elfrid Payton,elfrid-payton,2020,8000000.0
maxi kleber,Maxi Kleber,maxi-kleber,2020,8000000.0
rj barrett,RJ Barrett,rj-barrett,2020,7839960.0
jayson tatum,Jayson Tatum,jayson-tatum,2020,7830000.0
jae crowder,Jae Crowder,jae-crowder,2020,7815533.0
luka doncic,Luka Doncic,luka-doncic,2020,7683360.0
joe harris,Joe Harris,joe-harris,2020,7666667.0
seth curry,Seth Curry,seth-curry,2020,7461380.0
langston galloway,Langston Galloway,langston-galloway,2020,7333333.0
doug mcdermott,Doug McDermott,doug-mcdermott,2020,7333333.0
derrick rose,Derrick Rose,derrick-rose,2020,7317074.0
brandon ingram,Brandon Ingram,brandon-ingram,2020,7265485.0
dj augustin,DJ Augustin,dj-augustin,2020,7250000.0
darius miller,Darius Miller,darius-miller,2020,7250000.0
deandre hunter,De'Andre Hunter,deandre-hunter,2020,7068360.0
josh jackson,Josh Jackson,josh-jackson,2020,7059480.0
ersan ilyasova,Ersan Ilyasova,ersan-ilyasova,2020,7000000.0
davis bertans,Davis Bertans,davis-bertans,2020,7000000.0
jaren jackson,Jaren Jackson,jaren-jackson,2020,6927480.0
nemanja bjelica,Nemanja Bjelica,nemanja-bjelica,2020,6825000.0
jaylen brown,Jaylen Brown,jaylen-brown,2020,6534829.0
jabari parker,Jabari Parker,jabari-parker,2020,6500000.0
ivica zubac,Ivica Zubac,ivica-zubac,2020,6481482.0
darius garland,Darius Garland,darius-garland,2020,6400920.0
deaaron fox,De'Aaron Fox,deaaron-fox,2020,6392760.0
trae young,Trae Young,trae-young,2020,6273000.0
ishmael smith,Ishmael Smith,ishmael-smith,2020,6000000.0
montrezl harrell,Montrezl Harrell,montrezl-harrell,2020,6000000.0
marco belinelli,Marco Belinelli,marco-belinelli,2020,5846154.0
jarrett culver,Jarrett Culver,jarrett-culver,2020,5813640.0
jonathan isaac,Jonathan Isaac,jonathan-isaac,2020,5806440.0
rodney hood,Rodney Hood,rodney-hood,2020,5718000.0
mo bamba,Mo Bamba,mo-bamba,2020,5697600.0
trey lyles,Trey Lyles,trey-lyles,2020,5500000.0
aron baynes,Aron Baynes,aron-baynes,2020,5453280.0
kris dunn,Kris Dunn,kris-dunn,2020,5348007.0
coby white,Coby White,coby-white,2020,5307120.0
lauri markkanen,Lauri Markkanen,lauri-markkanen,2020,5300400.0
wendell carter,Wendell Carter,wendell-carter,2020,5201400.0
daniel theis,Daniel Theis,daniel-theis,2020,5000000.0
jaxson hayes,Jaxson Hayes,jaxson-hayes,2020,4862040.0
buddy hield,Buddy Hield,buddy-hield,2020,4861207.0
frank ntilikina,Frank Ntilikina,frank-ntilikina,2020,4855800.0
rodney mcgruder,Rodney McGruder,rodney-mcgruder,2020,4807693.0
enes kanter,Enes Kanter,enes-kanter,2020,4767000.0
garrett temple,Garrett Temple,garrett-temple,2020,4767000.0
justin holiday,Justin Holiday,justin-holiday,2020,4767000.0
jamychal green,JaMychal Green,jamychal-green,2020,4767000.0
avery bradley,Avery Bradley,avery-bradley,2020,4767000.0
robin lopez,Robin Lopez,robin-lopez,2020,4767000.0
mike scott,Mike Scott,mike-scott,2020,4767000.0
frank kaminsky,Frank Kaminsky,frank-kaminsky,2020,4767000.0
richaun holmes,Richaun Holmes,richaun-holmes,2020,4767000.0
ed davis,Ed Davis,ed-davis,2020,4767000.0
collin sexton,Collin Sexton,collin-sexton,2020,4764960.0
rui hachimura,Rui Hachimura,rui-hachimura,2020,4469160.0
kevon looney,Kevon Looney,kevon-looney,2020,4464286.0
dennis smith,Dennis Smith,dennis-smith,2020,4463640.0
jamal murray,Jamal Murray,jamal-murray,2020,4444746.0
kevin knox,Kevin Knox,kevin-knox,2020,4380120.0
cam reddish,Cam Reddish,cam-reddish,2020,4245720.0
zach collins,Zach Collins,zach-collins,2020,4240200.0
mikal bridges,Mikal Bridges,mikal-bridges,2020,4161000.0
alex len,Alex Len,alex-len,2020,4160000.0
nicolo melli,Nicolo Melli,nicolo-melli,2020,4102564.0
cameron johnson,Cameron Johnson,cameron-johnson,2020,4033440.0
malik monk,Malik Monk,malik-monk,2020,4028400.0
reggie bullock,Reggie Bullock,reggie-bullock,2020,4000000.0
patrick mccaw,Patrick McCaw,patrick-mccaw,2020,4000000.0
javale mcgee,JaVale McGee,javale-mcgee,2020,4000000.0
dorian finney smith,Dorian Finney-Smith,dorian-finney-smith,2020,4000000.0
shai gilgeous alexander,Shai Gilgeous-Alexander,shai-gilgeous-alexander,2020,3952920.0
pj washington,PJ Washington,pj-washington,2020,3831840.0
luke kennard,Luke Kennard,luke-kennard,2020,3827160.0
miles bridges,Miles Bridges,miles-bridges,2020,3755400.0
jakob poeltl,Jakob Poeltl,jakob-poeltl,2020,3754885.0
tyler herro,Tyler Herro,tyler-herro,2020,3640200.0
donovan mitchell,Donovan Mitchell,donovan-mitchell,2020,3635760.0
stanley johnson,Stanley Johnson,stanley-johnson,2020,3623000.0
jake layman,Jake Layman,jake-layman,2020,3581986.0
thon maker,Thon Maker,thon-maker,2020,3569643.0
jerome robinson,Jerome Robinson,jerome-robinson,2020,3567720.0
danuel house,Danuel House,danuel-house,2020,3540000.0
domantas sabonis,Domantas Sabonis,domantas-sabonis,2020,3529554.0
tj mcconnell,TJ McConnell,tj-mcconnell,2020,3500000.0
boban marjanovic,Boban Marjanovic,boban-marjanovic,2020,3500000.0
taurean prince,Taurean Prince,taurean-prince,2020,3481985.0
dario saric,Dario Saric,dario-saric,2020,3481985.0
romeo langford,Romeo Langford,romeo-langford,2020,3458400.0
bam adebayo,Bam Adebayo,bam-adebayo,2020,3454080.0
michael porter,Michael Porter,michael-porter,2020,3389400.0
denzel valentine,Denzel Valentine,denzel-valentine,2020,3377568.0
juan hernangomez,Juan Hernangomez,juan-hernangomez,2020,3321029.0
sekou doumbouya,Sekou Doumbouya,sekou-doumbouya,2020,3285120.0
justin jackson,Justin Jackson,justin-jackson,2020,3280920.0
troy brown,Troy Brown,troy-brown,2020,3219480.0
yogi ferrell,Yogi Ferrell,yogi-ferrell,2020,3150000.0
zhaire smith,Zhaire Smith,zhaire-smith,2020,3058800.0
khem birch,Khem Birch,khem-birch,2020,3000000.0
quinn cook,Quinn Cook,quinn-cook,2020,3000000.0
ryan arcidiacono,Ryan Arcidiacono,ryan-arcidiacono,2020,3000000.0
nickeil alexander walker,Nickeil Alexander-Walker,nickeil-alexander-walker,2020,2964840.0
dj wilson,DJ Wilson,dj-wilson,2020,2961120.0
cedi osman,Cedi Osman,cedi-osman,2020,2907143.0
donte divincenzo,Donte DiVincenzo,donte-divincenzo,2020,2905800.0
bryn forbes,Bryn Forbes,bryn-forbes,2020,2875000.0
goga bitadze,Goga Bitadze,goga-bitadze,2020,2816760.0
tj leaf,TJ Leaf,tj-leaf,2020,2813280.0
lonnie walker,Lonnie Walker,lonnie-walker,2020,2764200.0
alex caruso,Alex Caruso,alex-caruso,2020,2750000.0
malik beasley,Malik Beasley,malik-beasley,2020,2731713.0
luka samanic,Luka Samanic,luka-samanic,2020,2689920.0
john collins,John Collins,john-collins,2020,2686560.0
kevin huerter,Kevin Huerter,kevin-huerter,2020,2636280.0
caris levert,Caris LeVert,caris-levert,2020,2625717.0
marko guduric,Marko Guduric,marko-guduric,2020,2625000.0
deandre bembry,DeAndre Bembry,deandre-bembry,2020,2603981.0
matisse thybulle,Matisse Thybulle,matisse-thybulle,2020,2582160.0
harry giles,Harry Giles,harry-giles,2020,2578800.0
dwight howard,Dwight Howard,dwight-howard,2020,2564753.0
wesley matthews,Wesley Matthews,wesley-matthews,2020,2564753.0
kyle korver,Kyle Korver,kyle-korver,2020,2564753.0
jared dudley,Jared Dudley,jared-dudley,2020,2564753.0
rajon rondo,Rajon Rondo,rajon-rondo,2020,2564753.0
udonis haslem,Udonis Haslem,udonis-haslem,2020,2564753.0
tyson chandler,Tyson Chandler,tyson-chandler,2020,2564753.0
thabo sefolosha,Thabo Sefolosha,thabo-sefolosha,2020,2564753.0
jose juan barea,Jose Juan Barea,jose-juan-barea,2020,2564753.0
wilson chandler,Wilson Chandler,wilson-chandler,2020,2564753.0
vince carter,Vince Carter,vince-carter,2020,2564753.0
josh okogie,Josh Okogie,josh-okogie,2020,2530680.0
vincent poirier,Vincent Poirier,vincent-poirier,2020,2505793.0
rondae hollis jefferson,Rondae Hollis-Jefferson,rondae-hollis-jefferson,2020,2500000.0
brandon clarke,Brandon Clarke,brandon-clarke,2020,2478840.0
terrance ferguson,Terrance Ferguson,terrance-ferguson,2020,2475840.0
grayson allen,Grayson Allen,grayson-allen,2020,2429400.0
alfonzo mckinnie,Alfonzo McKinnie,alfonzo-mckinnie,2020,2391985.0
grant williams,Grant Williams,grant-williams,2020,2379840.0
jarrett allen,Jarrett Allen,jarrett-allen,2020,2376840.0
pascal siakam,Pascal Siakam,pascal-siakam,2020,2351838.0
skal labissiere,Skal Labissiere,skal-labissiere,2020,2338846.0
chandler hutchison,Chandler Hutchison,chandler-hutchison,2020,2332320.0
patrick patterson,Patrick Patterson,patrick-patterson,2020,2331593.0
dejounte murray,Dejounte Murray,dejounte-murray,2020,2321735.0
alec burks,Alec Burks,alec-burks,2020,2320044.0
damian jones,Damian Jones,damian-jones,2020,2305057.0
darius bazley,Darius Bazley,darius-bazley,2020,2284800.0
ante zizic,Ante Zizic,ante-zizic,2020,2281800.0
og anunoby,OG Anunoby,og-anunoby,2020,2281800.0
