player_id,player_clean,player_name,draft_year,draft_round,draft_pick,draft_team,college
martike01,kenyon martin,Kenyon Martin,2000,1,1,NJN,Cincinnati
swiftst01,stromile swift,Stromile Swift,2000,1,2,VAN,LSU
milesda01,darius miles,Darius Miles,2000,1,3,LAC,
fizerma01,marcus fizer,Marcus Fizer,2000,1,4,CHI,Iowa State
millemi01,mike miller,Mike Miller,2000,1,5,ORL,Florida
johnsde03,dermarr johnson,DerMarr Johnson,2000,1,6,ATL,Cincinnati
mihmch01,chris mihm,Chris Mihm,2000,1,7,CHI,Texas
crawfja01,jamal crawford,Jamal Crawford,2000,1,8,CLE,Michigan
przybjo01,joel przybilla,Joel Przybilla,2000,1,9,HOU,Minnesota
doolike01,keyon dooling,Keyon Dooling,2000,1,10,ORL,Missouri
moisoje01,jerome moiso,Jérôme Moïso,2000,1,11,BOS,UCLA
thomaet01,etan thomas,Etan Thomas,2000,1,12,DAL,Syracuse
alexaco02,courtney alexander,Courtney Alexander,2000,1,13,ORL,Fresno State
cleavma01,mateen cleaves,Mateen Cleaves,2000,1,14,DET,Michigan State
collija02,jason collier,Jason Collier,2000,1,15,MIL,Georgia Tech
turkohe01,hedo turkoglu,Hedo Türkoğlu,2000,1,16,SAC,
masonde01,desmond mason,Desmond Mason,2000,1,17,SEA,Oklahoma State
richaqu01,quentin richardson,Quentin Richardson,2000,1,18,LAC,DePaul
magloja01,jamaal magloire,Jamaal Magloire,2000,1,19,CHH,Kentucky
claxtsp01,speedy claxton,Speedy Claxton,2000,1,20,PHI,Hofstra
petermo01,morris peterson,Morris Peterson,2000,1,21,TOR,Michigan State
harvedo01,donnell harvey,Donnell Harvey,2000,1,22,NYK,Florida
stevede01,deshawn stevenson,DeShawn Stevenson,2000,1,23,UTA,
bagarda01,dalibor bagaric,Dalibor Bagarić,2000,1,24,CHI,
tsakaja01,jake tsakalidis,Jake Tsakalidis,2000,1,25,PHO,
ndiayma02,mamadou ndiaye,Mamadou N'Diaye,2000,1,26,DEN,Auburn
brezepr01,primoz brezec,Primož Brezec,2000,1,27,IND,
barkler01,erick barkley,Erick Barkley,2000,1,28,POR,St. John's
madsema01,mark madsen,Mark Madsen,2000,1,29,LAL,Stanford
jaricma01,marko jaric,Marko Jarić,2000,1,30,LAC,
langhda01,dan langhi,Dan Langhi,2000,2,31,DAL,Vanderbilt
guytoaj01,aj guyton,A.J. Guyton,2000,2,32,CHI,Indiana
voskuja01,jake voskuhl,Jake Voskuhl,2000,2,33,CHI,UConn
elamikh01,khalid el amin,Khalid El-Amin,2000,2,34,CHI,UConn
smithmi03,mike smith,Mike Smith,2000,2,35,WAS,Louisiana-Monroe
samakso01,soumaila samake,Soumaila Samake,2000,2,36,NJN,
houseed01,eddie house,Eddie House,2000,2,37,MIA,Arizona State
najered01,eduardo najera,Eduardo Nájera,2000,2,38,HOU,Oklahoma
postela01,lavor postell,Lavor Postell,2000,2,39,NYK,St. John's
mottoha01,hanno mottola,Hanno Möttölä,2000,2,40,ATL,Utah
carrach01,chris carrawell,Chris Carrawell,2000,2,41,SAS,Duke
oyedeol01,olumide oyedeji,Olumide Oyedeji,2000,2,42,SEA,
reddmi01,michael redd,Michael Redd,2000,2,43,MIL,Ohio State
cardibr01,brian cardinal,Brian Cardinal,2000,2,44,DET,Purdue
smithja01,jabari smith,Jabari Smith,2000,2,45,SAC,LSU
huletde01,deeandre hulett,DeeAndre Hulett,2000,2,46,TOR,College of the Sequoias
sesarjo01,josip sesar,Josip Sesar,2000,2,47,SEA,
karchma01,mark karcher,Mark Karcher,2000,2,48,PHI,Temple
hartja01,jason hart,Jason Hart,2000,2,49,MIL,Syracuse
dickeka01,kaniel dickens,Kaniel Dickens,2000,2,50,UTA,Idaho
rakocig01,igor rakocevic,Igor Rakočević,2000,2,51,MIN,
browner01,ernest brown,Ernest Brown,2000,2,52,MIA,Indian Hills Community College
mcclida01,dan mcclintock,Dan McClintock,2000,2,53,DEN,Northern Arizona University
hightco01,cory hightower,Cory Hightower,2000,2,54,SAS,Indian Hills Community College
portech01,chris porter,Chris Porter,2000,2,55,GSW,Auburn
wallsja01,jaquay walls,Jaquay Walls,2000,2,56,IND,Colorado
pennsc01,scoonie penn,Scoonie Penn,2000,2,57,ATL,Ohio State
mickepe01,pete mickeal,Pete Mickeal,2000,2,58,DAL,Cincinnati
