player_id,player_clean,player_name,draft_year,draft_round,draft_pick,draft_team,college
simmobe01,ben simmons,Ben Simmons,2016,1,1,PHI,LSU
ingrabr01,brandon ingram,Brandon Ingram,2016,1,2,LAL,Duke
brownja02,jaylen brown,Jaylen Brown,2016,1,3,BOS,California
bendedr01,dragan bender,Dragan Bender,2016,1,4,PHO,
dunnkr01,kris dunn,Kris Dunn,2016,1,5,MIN,Providence
hieldbu01,buddy hield,Buddy Hield,2016,1,6,NOP,Oklahoma
murraja01,jamal murray,Jamal Murray,2016,1,7,DEN,Kentucky
chrisma01,marquese chriss,Marquese Chriss,2016,1,8,SAC,Washington
poeltja01,jakob poeltl,Jakob Poeltl,2016,1,9,TOR,Utah
makerth01,thon maker,Thon Maker,2016,1,10,MIL,
sabondo01,domantas sabonis,Domantas Sabonis,2016,1,11,ORL,Gonzaga
princta02,taurean prince,Taurean Prince,2016,1,12,UTA,Baylor
papagge01,georgios papagiannis,Georgios Papagiannis,2016,1,13,PHO,
valende01,denzel valentine,Denzel Valentine,2016,1,14,CHI,Michigan State
hernaju01,juancho hernangomez,Juancho Hernangómez,2016,1,15,DEN,
yabusgu01,guerschon yabusele,Guerschon Yabusele,2016,1,16,BOS,
baldwwa01,wade baldwin,Wade Baldwin,2016,1,17,MEM,Vanderbilt
ellenhe01,henry ellenson,Henry Ellenson,2016,1,18,DET,Marquette
beaslma01,malik beasley,Malik Beasley,2016,1,19,DEN,Florida State
leverca01,caris levert,Caris LeVert,2016,1,20,IND,Michigan
bembrde01,deandre bembry,DeAndre' Bembry,2016,1,21,ATL,Saint Joseph's
richama01,malachi richardson,Malachi Richardson,2016,1,22,CHO,Syracuse
zizican01,ante zizic,Ante Žižić,2016,1,23,BOS,
luwawti01,timothe luwawu cabarrot,Timothé Luwawu-Cabarrot,2016,1,24,PHI,
johnsbr02,brice johnson,Brice Johnson,2016,1,25,LAC,UNC
korkmfu01,furkan korkmaz,Furkan Korkmaz,2016,1,26,PHI,
siakapa01,pascal siakam,Pascal Siakam,2016,1,27,TOR,New Mexico State
labissk01,skal labissiere,Skal Labissière,2016,1,28,PHO,Kentucky
murrade01,dejounte murray,Dejounte Murray,2016,1,29,SAS,Washington
jonesda03,damian jones,Damian Jones,2016,1,30,GSW,Vanderbilt
davisde01,deyonta davis,Deyonta Davis,2016,2,31,BOS,Michigan State
zubaciv01,ivica zubac,Ivica Zubac,2016,2,32,LAL,
diallch01,cheick diallo,Cheick Diallo,2016,2,33,LAC,Kansas
ulisty01,tyler ulis,Tyler Ulis,2016,2,34,PHO,Kentucky
zagorra01,rade zagorac,Rade Zagorac,2016,2,35,BOS,
brogdma01,malcolm brogdon,Malcolm Brogdon,2016,2,36,MIL,Virginia
onuakch01,chinanu onuaku,Chinanu Onuaku,2016,2,37,HOU,Louisville
mccawpa01,patrick mccaw,Patrick McCaw,2016,2,38,MIL,UNLV
michida01,david michineau,David Michineau,2016,2,39,NOP,
stonedi01,diamond stone,Diamond Stone,2016,2,40,NOP,Maryland
zimmest01,stephen zimmerman,Stephen Zimmerman,2016,2,41,ORL,UNLV
whiteis01,isaiah whitehead,Isaiah Whitehead,2016,2,42,UTA,Seton Hall
qizh01,zhou qi,Zhou Qi,2016,2,43,HOU,
cordiis01,isaia cordinier,Isaïa Cordinier,2016,2,44,ATL,
jacksde01,demetrius jackson,Demetrius Jackson,2016,2,45,BOS,Notre Dame
hammoaj01,aj hammons,A.J. Hammons,2016,2,46,DAL,Purdue
laymaja01,jake layman,Jake Layman,2016,2,47,ORL,Maryland
zipsepa01,paul zipser,Paul Zipser,2016,2,48,CHI,
gbinimi01,michael gbinije,Michael Gbinije,2016,2,49,DET,Syracuse
niangge01,georges niang,Georges Niang,2016,2,50,IND,Iowa State
bentibe01,ben bentil,Ben Bentil,2016,2,51,BOS,Providence
bolomjo01,joel bolomboy,Joel Bolomboy,2016,2,52,UTA,Weber State
cornepe01,petr cornelie,Petr Cornelie,2016,2,53,DEN,
feldeka01,kay felder,Kay Felder,2016,2,54,ATL,Oakland
paigema01,marcus paige,Marcus Paige,2016,2,55,BRK,UNC
hamilda02,daniel hamilton,Daniel Hamilton,2016,2,56,DEN,UConn
sheliwa01,wang zhelin,Wang Zhelin,2016,2,57,MEM,
naderab01,abdel nader,Abdel Nader,2016,2,58,BOS,Iowa State
cousiis01,isaiah cousins,Isaiah Cousins,2016,2,59,SAC,Oklahoma
wallaty01,tyrone wallace,Tyrone Wallace,2016,2,60,UTA,California
