player_clean,player_name,player_slug_hh,season,salary_usd
stephen curry,Stephen Curry,stephen-curry,2018,34682550.0
lebron james,LeBron James,lebron-james,2018,33285709.0
paul millsap,Paul Millsap,paul-millsap,2018,30769231.0
gordon hayward,Gordon Hayward,gordon-hayward,2018,29727900.0
blake griffin,Blake Griffin,blake-griffin,2018,29512900.0
kyle lowry,Kyle Lowry,kyle-lowry,2018,28903704.0
mike conley,Mike Conley,mike-conley,2018,28530608.0
james harden,James Harden,james-harden,2018,28299399.0
russell westbrook,Russell Westbrook,russell-westbrook,2018,28299399.0
demar derozan,DeMar DeRozan,demar-derozan,2018,27739975.0
al horford,Al Horford,al-horford,2018,27734405.0
carmelo anthony,Carmelo Anthony,carmelo-anthony,2018,26243760.0
damian lillard,Damian Lillard,damian-lillard,2018,26153057.0
jrue holiday,Jrue Holiday,jrue-holiday,2018,25686667.0
chris bosh,Chris Bosh,chris-bosh,2018,25289390.0
kevin durant,Kevin Durant,kevin-durant,2018,25000000.0
otto porter,Otto Porter,otto-porter,2018,24773250.0
chris paul,Chris Paul,chris-paul,2018,24268959.0
cj mccollum,CJ McCollum,cj-mccollum,2018,23962573.0
andre drummond,Andre Drummond,andre-drummond,2018,23775506.0
hassan whiteside,Hassan Whiteside,hassan-whiteside,2018,23775506.0
anthony davis,Anthony Davis,anthony-davis,2018,23775506.0
bradley beal,Bradley Beal,bradley-beal,2018,23775506.0
dwight howard,Dwight Howard,dwight-howard,2018,23500000.0
harrison barnes,Harrison Barnes,harrison-barnes,2018,23112004.0
chandler parsons,Chandler Parsons,chandler-parsons,2018,23112004.0
jj redick,JJ Redick,jj-redick,2018,23000000.0
kevin love,Kevin Love,kevin-love,2018,22642350.0
deandre jordan,DeAndre Jordan,deandre-jordan,2018,22642350.0
brook lopez,Brook Lopez,brook-lopez,2018,22642350.0
marc gasol,Marc Gasol,marc-gasol,2018,22642350.0
giannis antetokounmpo,Giannis Antetokounmpo,giannis-antetokounmpo,2018,22471911.0
steven adams,Steven Adams,steven-adams,2018,22471911.0
nicolas batum,Nicolas Batum,nicolas-batum,2018,22434783.0
lamarcus aldridge,LaMarcus Aldridge,lamarcus-aldridge,2018,21461010.0
greg monroe,Greg Monroe,greg-monroe,2018,21384175.0
rudy gobert,Rudy Gobert,rudy-gobert,2018,21224719.0
victor oladipo,Victor Oladipo,victor-oladipo,2018,21000000.0
danilo gallinari,Danilo Gallinari,danilo-gallinari,2018,20559599.0
serge ibaka,Serge Ibaka,serge-ibaka,2018,20061729.0
george hill,George Hill,george-hill,2018,20000000.0
ryan anderson,Ryan Anderson,ryan-anderson,2018,19578455.0
paul george,Paul George,paul-george,2018,19300000.0
jeff teague,Jeff Teague,jeff-teague,2018,19000000.0
kyrie irving,Kyrie Irving,kyrie-irving,2018,18868626.0
kawhi leonard,Kawhi Leonard,kawhi-leonard,2018,18868625.0
jimmy butler,Jimmy Butler,jimmy-butler,2018,18696918.0
allen crabbe,Allen Crabbe,allen-crabbe,2018,18500000.0
john wall,John Wall,john-wall,2018,18063850.0
demarcus cousins,DeMarcus Cousins,demarcus-cousins,2018,18063850.0
enes kanter,Enes Kanter,enes-kanter,2018,17884176.0
wesley matthews,Wesley Matthews,wesley-matthews,2018,17884175.0
dwyane wade,Dwyane Wade,dwyane-wade,2018,17878652.0
klay thompson,Klay Thompson,klay-thompson,2018,17826150.0
joakim noah,Joakim Noah,joakim-noah,2018,17765000.0
kentavious caldwell pope,Kentavious Caldwell-Pope,kentavious-caldwell-pope,2018,17745894.0
luol deng,Luol Deng,luol-deng,2018,17190000.0
evan turner,Evan Turner,evan-turner,2018,17131148.0
goran dragic,Goran Dragic,goran-dragic,2018,17000450.0
bismack biyombo,Bismack Biyombo,bismack-biyombo,2018,17000000.0
evan fournier,Evan Fournier,evan-fournier,2018,17000000.0
kent bazemore,Kent Bazemore,kent-bazemore,2018,16910112.0
robert covington,Robert Covington,robert-covington,2018,16698103.0
tim hardaway,Tim Hardaway Jr,tim-hardaway-jr,2018,16500000.0
tristan thompson,Tristan Thompson,tristan-thompson,2018,16400000.0
draymond green,Draymond Green,draymond-green,2018,16400000.0
reggie jackson,Reggie Jackson,reggie-jackson,2018,16000000.0
tobias harris,Tobias Harris,tobias-harris,2018,16000000.0
pau gasol,Pau Gasol,pau-gasol,2018,16000000.0
ian mahinmi,Ian Mahinmi,ian-mahinmi,2018,16000000.0
dennis schroeder,Dennis Schroeder,dennis-schroeder,2018,15500000.0
jonas valanciunas,Jonas Valanciunas,jonas-valanciunas,2018,15460675.0
tony parker,Tony Parker,tony-parker,2018,15453126.0
timofey mozgov,Timofey Mozgov,timofey-mozgov,2018,15280000.0
jamal crawford,Jamal Crawford,jamal-crawford,2018,15270762.0
andre iguodala,Andre Iguodala,andre-iguodala,2018,14814815.0
demarre carroll,DeMarre Carroll,demarre-carroll,2018,14800000.0
eric bledsoe,Eric Bledsoe,eric-bledsoe,2018,14500000.0
gorgui dieng,Gorgui Dieng,gorgui-dieng,2018,14112360.0
ricky rubio,Ricky Rubio,ricky-rubio,2018,14100000.0
khris middleton,Khris Middleton,khris-middleton,2018,14100000.0
mason plumlee,Mason Plumlee,mason-plumlee,2018,14041096.0
taj gibson,Taj Gibson,taj-gibson,2018,14000000.0
robin lopez,Robin Lopez,robin-lopez,2018,13788500.0
jr smith,JR Smith,jr-smith,2018,13760000.0
james johnson,James Johnson,james-johnson,2018,13734000.0
joe ingles,Joe Ingles,joe-ingles,2018,13636364.0
brandon knight,Brandon Knight,brandon-knight,2018,13618750.0
marvin williams,Marvin Williams,marvin-williams,2018,13168750.0
michael kidd gilchrist,Michael Kidd-Gilchrist,michael-kidd-gilchrist,2018,13000000.0
tyson chandler,Tyson Chandler,tyson-chandler,2018,13000000.0
eric gordon,Eric Gordon,eric-gordon,2018,12943020.0
kenneth faried,Kenneth Faried,kenneth-faried,2018,12921348.0
thaddeus young,Thaddeus Young,thaddeus-young,2018,12921348.0
marcin gortat,Marcin Gortat,marcin-gortat,2018,12782609.0
cody zeller,Cody Zeller,cody-zeller,2018,12584270.0
nikola mirotic,Nikola Mirotic,nikola-mirotic,2018,12500000.0
miles plumlee,Miles Plumlee,miles-plumlee,2018,12400000.0
zach randolph,Zach Randolph,zach-randolph,2018,12307692.0
nikola vucevic,Nikola Vucevic,nikola-vucevic,2018,12250000.0
solomon hill,Solomon Hill,solomon-hill,2018,12236535.0
dion waiters,Dion Waiters,dion-waiters,2018,12100000.0
wilson chandler,Wilson Chandler,wilson-chandler,2018,12016854.0
kelly olynyk,Kelly Olynyk,kelly-olynyk,2018,12007169.0
jeremy lin,Jeremy Lin,jeremy-lin,2018,12000000.0
kemba walker,Kemba Walker,kemba-walker,2018,12000000.0
derrick favors,Derrick Favors,derrick-favors,2018,12000000.0
austin rivers,Austin Rivers,austin-rivers,2018,11825000.0
courtney lee,Courtney Lee,courtney-lee,2018,11747890.0
nikola pekovic,Nikola Pekovic,nikola-pekovic,2018,11600000.0
jordan clarkson,Jordan Clarkson,jordan-clarkson,2018,11562500.0
john henson,John Henson,john-henson,2018,11422536.0
amir johnson,Amir Johnson,amir-johnson,2018,11000000.0
alec burks,Alec Burks,alec-burks,2018,10845506.0
patrick mills,Patrick Mills,patrick-mills,2018,10714286.0
moe harkless,Moe Harkless,moe-harkless,2018,10662922.0
omer asik,Omer Asik,omer-asik,2018,10595505.0
bojan bogdanovic,Bojan Bogdanovic,bojan-bogdanovic,2018,10500000.0
mirza teletovic,Mirza Teletovic,mirza-teletovic,2018,10500000.0
terrence ross,Terrence Ross,terrence-ross,2018,10500000.0
jon leuer,Jon Leuer,jon-leuer,2018,10497319.0
iman shumpert,Iman Shumpert,iman-shumpert,2018,10337079.0
joe johnson,Joe Johnson,joe-johnson,2018,10254904.0
jared dudley,Jared Dudley,jared-dudley,2018,10000000.0
danny green,Danny Green,danny-green,2018,10000000.0
darren collison,Darren Collison,darren-collison,2018,10000000.0
meyers leonard,Meyers Leonard,meyers-leonard,2018,9904495.0
